theta_mrad,x_mslt_cm,x_fslt_cm
4.8611,-0.11127,-1.15658
-15.1426,nan,nan
18.4859,nan,nan
-20.0462,nan,nan
7.7360,0.43552,1.49436
-11.9761,nan,nan
-11.7683,nan,nan
12.1447,0.66194,1.69696
7.6186,0.66894,1.48657
-13.4799,nan,nan
5.7869,-0.06281,-1.04635
8.8891,0.39897,1.11181
4.2783,-0.08630,-0.98995
-12.0630,nan,nan
-8.1232,nan,nan
23.6136,nan,nan
-15.9145,nan,nan
12.1006,nan,nan
-3.2019,-0.59602,nan
-18.0193,nan,nan
-13.6578,nan,nan
0.0270,-0.18359,-0.33056
-10.1900,nan,nan
-6.4488,-0.56129,-1.18233
-8.8261,nan,nan
10.3490,0.56665,1.55820
9.1965,0.50854,1.57630
-14.2832,nan,nan
-9.6797,nan,nan
4.1859,-0.04115,-0.49881
5.7358,-0.09808,-1.10963
6.2902,0.46493,1.63752
-6.6124,nan,nan
3.4673,-0.08071,-0.58833
-3.7249,-0.46568,-1.14310
3.0730,-0.17692,-1.10096
-0.0421,-0.02047,0.70549
0.5375,0.04952,1.01149
-10.7687,nan,nan
-10.1924,nan,nan
9.5465,nan,nan
-1.9983,-0.56842,nan
-1.2349,-0.43893,-1.87207
3.3737,0.18938,1.29115
-5.7777,-0.47246,-0.76287
-4.5269,-0.61623,-2.04541
-11.9885,nan,nan
14.0355,nan,nan
-3.2396,-0.59183,nan
-8.7717,nan,nan
7.0996,0.61028,1.61605
0.1650,-0.45265,nan
-9.1863,nan,nan
-16.1756,nan,nan
-12.5330,nan,nan
-4.0878,-0.51688,-1.53593
5.5962,0.41148,1.78824
6.8803,0.73377,1.67942
11.3307,nan,nan
3.1445,-0.01612,-0.08995
0.6673,-0.30461,-1.39058
-11.9082,nan,nan
-16.2891,nan,nan
-7.1997,-0.74662,nan
13.0045,nan,nan
-5.8210,nan,nan
-0.8263,-0.35450,-0.94089
-11.6087,nan,nan
0.9540,-0.21053,-0.53076
-0.2755,-0.36670,-1.29057
-10.3032,nan,nan
-5.8696,-0.73369,nan
-11.3218,nan,nan
-10.7795,nan,nan
4.1854,-0.03660,-0.42923
15.6442,nan,nan
-9.9074,nan,nan
-0.8186,-0.39502,-1.45979
-8.2148,-0.70685,-1.95203
-6.6693,-0.59135,-1.54597
-12.1974,nan,nan
-7.5953,nan,nan
-0.0311,-0.00538,0.87462
6.0575,0.15748,0.40410
-5.5219,-0.71523,nan
-10.2817,nan,nan
-5.7936,nan,nan
-15.7604,nan,nan
-7.1265,nan,nan
15.8850,nan,nan
-0.5507,-0.17659,-0.07072
9.0270,0.65334,2.03669
9.3040,0.45124,1.36347
-12.7069,nan,nan
-15.6613,nan,nan
-4.7753,-0.54906,-1.51679
-0.8255,-0.50643,nan
7.2064,0.22904,0.48849
-11.2471,nan,nan
7.0710,0.54804,1.96804
-8.8329,nan,nan
-7.2857,-0.71349,-2.05998
5.0023,0.04099,-0.14428
1.8386,-0.15037,-0.55191
-3.3617,-0.63708,nan
-7.4037,nan,nan
-3.0832,-0.50746,-1.90795
-2.6685,-0.59386,nan
8.1129,nan,nan
-20.3091,nan,nan
-14.3379,nan,nan
26.5592,nan,nan
-6.4669,-0.71524,nan
13.6811,nan,nan
3.5408,0.38274,1.80118
8.0759,0.19393,0.13800
12.2521,nan,nan
15.4693,nan,nan
-4.1873,-0.64277,nan
-1.6077,-0.10556,0.74357
14.3381,nan,nan
-11.3567,nan,nan
11.0258,0.73186,2.18158
8.8016,0.53280,1.68871
4.1883,0.46144,nan
1.4640,-0.08569,0.03771
-7.3329,-0.69086,-1.79350
10.2575,0.71745,nan
-13.4652,nan,nan
-0.8302,-0.05022,0.78418
-17.4048,nan,nan
-12.2936,nan,nan
7.0274,0.67604,1.86395
-8.1477,-0.70978,-1.88185
-2.4430,-0.18749,0.20185
-2.1427,-0.40092,-1.03507
4.8890,0.51781,1.56372
4.4384,0.35318,1.77476
-8.1861,nan,nan
5.4290,-0.09146,-1.26547
-1.4875,-0.49176,-2.14803
10.1452,0.70028,1.91538
-3.7136,-0.59095,-2.06058
26.3906,nan,nan
-14.2763,nan,nan
-14.1499,nan,nan
-14.1400,nan,nan
-5.3565,-0.55713,-1.23101
13.9239,nan,nan
8.6341,0.47137,1.52822
0.5991,0.07444,1.21480
-5.2894,-0.41960,-0.73197
-17.6363,nan,nan
12.4389,nan,nan
-3.7577,-0.32191,-0.33293
4.0412,0.33682,1.73862
-9.5814,nan,nan
4.0989,nan,nan
9.8916,nan,nan
16.7070,nan,nan
1.2906,0.07295,1.05945
-0.4748,0.02107,0.96226
0.7399,-0.26099,-1.13415
-9.9786,nan,nan
-11.4898,nan,nan
14.6282,nan,nan
-3.8880,nan,nan
-2.6279,-0.24034,0.08661
-9.3003,nan,nan
-5.2221,-0.64076,-2.12678
6.1532,0.02609,-0.49476
-3.1193,-0.26313,-0.09690
-9.0160,nan,nan
-5.4377,-0.55983,-1.24301
2.7246,nan,nan
14.1015,nan,nan
-10.2212,nan,nan
8.3509,nan,nan
-5.0063,-0.48877,-1.03273
15.4527,nan,nan
2.6768,-0.28150,-1.84494
-6.2022,nan,nan
-0.6218,-0.06952,0.62523
3.4213,-0.08733,-0.49354
-8.6572,nan,nan
14.6099,nan,nan
-14.4259,nan,nan
-3.9709,-0.48164,-1.41672
3.9474,0.37551,1.47627
14.3146,nan,nan
-7.5737,nan,nan
0.6709,0.04764,1.02178
11.4148,nan,nan
4.8881,0.02106,-0.42538
15.3909,nan,nan
4.8888,0.49632,1.49088
19.0871,nan,nan
8.9950,0.64582,2.12007
-16.2846,nan,nan
8.2447,0.73123,1.77058
9.4133,0.49068,1.47266
-7.4965,nan,nan
-10.6383,nan,nan
-12.6790,nan,nan
6.0242,0.22821,0.87212
3.4426,0.07795,0.58345
-2.8826,-0.64523,nan
-9.4082,nan,nan
-3.3452,-0.41088,-0.86072
10.0720,nan,nan
12.6665,nan,nan
-6.9646,-0.66402,-1.84578
-8.5307,nan,nan
1.4673,-0.02673,0.39110
3.9314,-0.05242,-0.44851
13.3236,nan,nan
-6.7151,-0.66952,-1.55888
-7.7713,nan,nan
9.0020,0.59756,2.01597
11.4522,nan,nan
-3.9611,-0.41826,-0.93216
4.9383,0.19759,0.83951
-8.0190,-0.72813,-2.01754
3.2882,0.31681,1.82271
-17.8672,nan,nan
6.4428,nan,nan
-7.9610,-0.70830,-1.96467
6.1163,0.51623,1.57848
8.6291,0.37643,1.07497
11.0799,nan,nan
-5.1380,-0.49831,-1.07945
9.0681,0.68436,2.22473
12.0863,0.73079,1.92698
-13.8486,nan,nan
-9.7604,nan,nan
-12.8041,nan,nan
-9.5759,nan,nan
18.8513,nan,nan
-8.4875,-0.71445,-1.85395
-13.3548,nan,nan
0.9988,-0.33479,-1.81519
0.3972,-0.44432,nan
-9.5753,nan,nan
-10.2174,nan,nan
-17.3191,nan,nan
4.1103,0.10445,0.34758
2.3421,0.17211,1.24833
10.5113,0.58309,1.67877
1.2565,-0.38802,-2.19780
3.4948,-0.16946,-1.15788
10.1879,nan,nan
-16.9932,nan,nan
-13.8360,nan,nan
-7.9970,nan,nan
-15.3819,nan,nan
-3.0245,-0.30008,-0.36133
5.6790,0.04104,-0.45704
6.2824,0.39549,1.61852
-6.4053,-0.74372,nan
-8.1792,nan,nan
-12.7948,nan,nan
13.0759,nan,nan
-10.4744,nan,nan
-16.5910,nan,nan
15.3394,nan,nan
-29.3999,nan,nan
2.5958,0.01057,0.32985
-8.7705,nan,nan
4.4252,0.41596,1.58319
8.2181,0.63391,1.73170
-0.3186,-0.28618,-0.97504
10.3433,nan,nan
-12.2651,nan,nan
1.7891,nan,nan
-12.4933,nan,nan
11.4758,nan,nan
-6.6372,-0.57549,-1.43812
-6.5314,nan,nan
-5.5364,-0.69819,nan
-3.8438,-0.70940,nan
-1.4517,-0.39056,-1.31783
-1.0630,-0.15148,0.27517
-9.2293,nan,nan
6.7718,0.66315,1.34578
-1.3463,-0.41412,-1.55831
-5.3692,-0.72108,nan
-1.9087,-0.49516,-1.86844
5.8859,0.61781,1.38793
5.6347,0.24159,0.95135
1.8721,-0.12456,-0.51675
5.1382,0.56449,1.92189
5.9644,0.09764,-0.16082
-7.6897,nan,nan
6.5770,0.60512,1.61997
-8.2996,-0.70777,-1.89202
-5.3603,-0.45834,-0.83347
0.4392,-0.00450,0.86781
-7.9238,nan,nan
2.0947,0.16942,1.46212
9.0798,nan,nan
10.3056,nan,nan
-6.1373,nan,nan
15.6602,nan,nan
-3.8787,-0.50460,-1.16007
-7.0474,-0.68866,-1.73143
-4.8182,-0.57258,-1.71045
-7.4506,-0.68604,-2.07118
5.5500,0.39500,1.90343
-4.0120,-0.56721,-1.74394
5.4348,0.29203,1.23541
4.9869,0.44615,1.86874
-0.7649,-0.34964,-1.16327
-6.9397,nan,nan
-7.8377,nan,nan
6.3736,0.39419,1.74406
-4.3768,-0.71542,nan
16.5620,nan,nan
-8.8084,nan,nan
12.8116,nan,nan
-10.0894,nan,nan
-6.1238,-0.59770,-1.14587
12.4409,nan,nan
2.4463,-0.29597,-1.78200
-1.8614,-0.59650,nan
-9.1086,nan,nan
0.5301,0.02873,0.94623
1.5006,0.14783,1.48721
0.1615,-0.21815,-0.56568
1.5461,-0.30375,-1.71270
0.0988,0.04914,1.22105
-4.7403,-0.43937,-0.85820
-3.9412,-0.58412,nan
13.8035,nan,nan
-3.4416,-0.29083,-0.13645
-2.7936,-0.27140,-0.30747
-3.5573,-0.37481,-0.58145
3.9076,0.35597,1.96656
6.9114,0.32170,1.17582
11.9251,0.66445,1.73246
-2.7949,-0.26563,-0.16329
-16.6788,nan,nan
5.6143,0.57266,1.40910
-0.7991,-0.09250,0.77635
-6.1931,-0.59744,-1.33269
-11.3711,nan,nan
-10.9696,nan,nan
-8.0206,nan,nan
10.9557,nan,nan
16.9264,nan,nan
3.5675,0.26227,1.79497
3.9289,0.37681,2.05034
1.8288,0.09581,1.08547
-3.8791,-0.64663,nan
15.0735,nan,nan
3.0737,0.24843,1.67763
8.1214,0.32740,0.80108
-12.7565,nan,nan
-6.4942,-0.59312,-1.40547
-5.2765,-0.57056,-1.67262
-10.8137,nan,nan
17.9925,nan,nan
6.3906,0.06369,-0.30130
12.2019,0.73893,1.95598
-5.1686,-0.59765,-1.59296
-14.7034,nan,nan
8.7720,nan,nan
-3.3156,-0.37596,-0.75250
-5.9052,-0.56967,-1.37295
6.4409,0.54361,2.12439
-10.5643,nan,nan
4.4874,-0.07164,-0.73049
14.2750,nan,nan
-5.6901,-0.65826,-2.07442
-10.7570,nan,nan
8.4805,nan,nan
8.7649,nan,nan
15.8889,nan,nan
-12.6297,nan,nan
-10.7594,nan,nan
11.7625,0.55439,1.34915
-9.9949,nan,nan
-0.3194,-0.42545,-2.00107
-0.2060,-0.34015,-1.35399
-5.5707,-0.71635,nan
6.1529,0.56171,1.66889
-15.8435,nan,nan
-4.1264,-0.62896,nan
-1.6306,-0.21505,-0.00786
16.0550,nan,nan
12.8235,nan,nan
-0.0918,-0.37139,-1.75814
-2.9414,-0.48369,-1.54461
9.8002,0.70676,1.85493
-8.8176,nan,nan
-10.9255,nan,nan
9.5695,0.32340,0.47807
13.9796,nan,nan
-6.2844,-0.58043,-1.49192
15.2198,nan,nan
2.5232,0.21038,1.75288
-13.7257,nan,nan
-10.3267,nan,nan
-13.2254,nan,nan
-9.5153,nan,nan
-2.6839,-0.20846,0.18945
-11.4437,nan,nan
1.2479,-0.28242,-1.35107
-12.6166,nan,nan
2.5754,-0.28508,-1.79820
-3.8626,-0.39032,-0.65089
-0.4218,-0.38689,-1.60757
14.9033,nan,nan
-8.8943,nan,nan
7.2597,0.41301,1.64273
-15.1968,nan,nan
-1.6642,-0.40917,-1.51099
-2.3331,-0.17194,0.34838
-13.4851,nan,nan
-11.3831,nan,nan
2.0775,0.15940,1.27831
-9.9604,nan,nan
-3.2306,-0.47223,-1.23382
8.2061,0.72704,1.57218
5.8354,0.23682,0.87075
-7.9516,nan,nan
14.2737,nan,nan
11.1385,0.50338,1.16326
4.6657,-0.00491,-0.34797
-12.1756,nan,nan
-1.4339,-0.48425,-2.21901
-10.1273,nan,nan
11.8543,nan,nan
-8.4723,nan,nan
1.3671,-0.27039,-1.37628
-11.3180,nan,nan
-5.7726,-0.72725,nan
-6.6764,-0.59894,-1.48614
3.0296,-0.14448,-0.87091
-12.0818,nan,nan
-4.0511,-0.39315,-0.40363
8.5074,nan,nan
12.6695,nan,nan
-9.1377,nan,nan
-1.5789,-0.26273,-0.40944
-12.0835,nan,nan
-1.6723,-0.31815,-0.59947
-4.4282,-0.47338,-1.10477
1.4615,-0.16862,-0.61334
-16.3726,nan,nan
0.7718,0.08342,1.12179
-3.8320,-0.56038,-2.02989
9.7814,0.24021,-0.09339
9.2439,nan,nan
19.2086,nan,nan
-4.8465,-0.47368,-0.92441
-17.2457,nan,nan
-14.1684,nan,nan
3.6992,0.06150,0.36832
4.1141,0.43226,1.53089
-6.2397,-0.59173,-1.61258
10.6276,nan,nan
9.9310,0.68283,2.06862
14.7885,nan,nan
5.2550,0.17141,0.63375
-15.0091,nan,nan
-11.0929,nan,nan
0.7718,0.05116,0.97962
10.0965,nan,nan
-4.9912,-0.69958,nan
-13.1499,nan,nan
14.6773,nan,nan
4.3917,-0.08613,-0.94398
-12.7923,nan,nan
-10.1441,nan,nan
-6.9779,-0.64532,-1.85109
22.8543,nan,nan
1.0763,nan,nan
-9.8968,nan,nan
-4.0551,-0.65010,nan
-18.1482,nan,nan
0.8785,-0.08219,0.12407
-1.9087,-0.48411,-2.07562
17.1050,nan,nan
11.1675,0.74903,2.10901
-15.0396,nan,nan
6.7024,0.62553,1.35226
-20.2369,nan,nan
5.3072,0.39361,1.92935
-15.1376,nan,nan
-15.4428,nan,nan
9.6873,0.43930,1.14845
-10.9295,nan,nan
-1.0315,-0.06782,0.74354
-15.7701,nan,nan
-13.6529,nan,nan
-8.2259,-0.73924,-2.01854
-15.4937,nan,nan
-8.1532,nan,nan
1.6228,-0.00494,0.36875
-16.2129,nan,nan
-10.2300,nan,nan
13.1422,nan,nan
10.4009,nan,nan
0.8596,-0.05514,0.34677
0.4203,-0.03335,0.55005
12.6092,nan,nan
4.4158,-0.03136,-0.42673
4.0641,-0.12775,-1.02041
-2.6086,-0.31789,-0.23374
14.7061,nan,nan
2.0714,-0.34676,-2.13403
4.7561,0.31985,1.50525
-9.2760,nan,nan
9.4565,nan,nan
-12.4688,nan,nan
13.3812,nan,nan
15.9252,nan,nan
11.5597,nan,nan
-0.8846,-0.09110,0.54646
-12.9841,nan,nan
-2.1151,-0.49047,-2.11545
7.6098,0.08083,-0.52363
-3.6682,-0.68678,nan
-8.5866,nan,nan
-2.6771,-0.51973,-1.77405
7.9311,0.50865,1.71904
-0.4276,-0.40788,-1.99057
8.9483,0.27757,0.31619
-3.8808,-0.62808,nan
12.6399,nan,nan
17.8129,nan,nan
-8.8840,nan,nan
6.9180,0.26293,0.87433
9.4518,nan,nan
-2.6151,-0.59215,nan
0.7247,nan,nan
15.4055,nan,nan
-16.7719,nan,nan
2.9379,-0.00706,0.08486
-7.5501,-0.64652,-1.42607
-2.8129,-0.48035,-1.65780
-4.4541,-0.41564,-0.69481
-12.2350,nan,nan
-6.8401,nan,nan
-6.5671,-0.58843,-1.34612
-7.7778,-0.68072,-1.78525
-8.7232,nan,nan
7.3407,0.35350,1.18470
-15.2688,nan,nan
-0.8166,-0.05278,0.76424
7.4002,0.52951,1.71101
5.4985,0.12284,0.18010
3.7371,0.06052,0.30784
9.8409,0.63198,2.14918
-3.9765,-0.38012,-0.51430
-8.5845,nan,nan
-6.7901,nan,nan
14.0169,nan,nan
-9.1638,nan,nan
-9.9886,nan,nan
-3.7471,-0.56855,-1.72054
15.7570,nan,nan
0.4374,-0.22741,-0.62467
10.7648,nan,nan
7.5884,0.31003,0.95585
12.1016,nan,nan
-15.4965,nan,nan
-12.0252,nan,nan
-8.0019,-0.67394,-1.97299
-15.7052,nan,nan
15.7914,nan,nan
0.5400,-0.12438,-0.26254
-10.1822,nan,nan
-2.1589,-0.54532,nan
0.5353,-0.35032,-1.72776
-2.9367,-0.44145,-1.29703
10.4809,nan,nan
-1.1306,-0.33778,-0.82663
14.0487,nan,nan
20.8500,nan,nan
11.2588,0.52490,1.34159
-11.4955,nan,nan
-12.9128,nan,nan
25.0774,nan,nan
3.2907,-0.10534,-0.79520
10.9240,0.68504,1.90415
-2.9773,-0.32588,-0.43869
10.4305,nan,nan
0.3280,-0.15697,-0.10373
-10.5398,nan,nan
6.1013,0.02178,-0.52607
-11.7849,nan,nan
0.3710,-0.02426,0.64439
-7.0570,nan,nan
-31.1727,nan,nan
9.5550,0.48160,1.47046
-14.6273,nan,nan
-14.2467,nan,nan
-7.7044,-0.69106,-1.79559
-8.5315,nan,nan
-14.3187,nan,nan
11.6769,nan,nan
-12.8914,nan,nan
2.3702,0.12752,1.09182
0.7180,-0.06307,0.36659
8.0976,0.43876,1.57046
-2.5405,-0.53948,-2.00167
9.3155,nan,nan
2.3066,0.08733,0.97400
-20.1516,nan,nan
-9.8771,nan,nan
-0.2655,-0.43052,-1.96910
-2.4563,-0.54210,nan
10.5446,nan,nan
5.8563,0.21198,0.71704
-8.0215,nan,nan
-14.5051,nan,nan
1.2523,0.01238,0.64903
-2.2911,-0.54653,-2.15826
-5.5769,-0.74101,nan
-11.1804,nan,nan
0.7062,-0.40276,-2.23475
-31.4794,nan,nan
-5.6426,-0.42818,-0.47942
-5.9916,-0.72022,nan
-3.7919,-0.57080,-2.23978
7.6338,0.17987,0.08676
-5.7941,-0.71099,nan
13.6984,nan,nan
3.4677,0.16263,1.02940
11.0474,nan,nan
-6.8794,-0.67214,-1.63784
9.2935,0.41642,1.11523
-13.2687,nan,nan
0.3212,-0.13044,0.01778
17.6006,nan,nan
-4.2464,-0.39909,-0.67615
-11.7457,nan,nan
-15.0522,nan,nan
4.6693,-0.09684,-1.01911
-12.1255,nan,nan
-2.8344,-0.37778,-0.98766
2.0258,-0.06741,-0.04303
5.0075,0.44833,1.47826
3.6690,0.37061,1.67138
15.2722,nan,nan
-4.1963,-0.65121,nan
6.6089,-0.03175,-1.01524
-10.0495,nan,nan
-0.3390,-0.02656,0.92307
7.0062,0.26167,0.74236
-18.5735,nan,nan
-7.2709,nan,nan
-10.9786,nan,nan
17.8189,nan,nan
-3.0122,-0.35133,-0.53550
15.1641,nan,nan
-4.9670,-0.50053,-1.18368
-12.9397,nan,nan
1.1334,-0.01684,0.20435
-5.9404,nan,nan
5.2353,0.00122,-0.42009
-10.0703,nan,nan
-8.8137,nan,nan
12.9754,nan,nan
-3.5153,-0.27404,-0.01093
-0.7298,-0.08922,0.45471
-2.0789,-0.17906,0.21232
-3.7582,-0.32818,-0.30529
0.4692,-0.05819,0.53882
-13.9015,nan,nan
-3.2364,-0.46405,-1.11224
10.0205,nan,nan
17.1258,nan,nan
-7.8402,-0.69045,-1.66879
4.3184,0.33561,1.78573
3.2941,0.21796,1.44935
5.4554,-0.02407,-0.71864
1.9440,-0.14367,-0.62252
4.0451,0.36596,1.51416
12.6558,nan,nan
-16.5179,nan,nan
-16.9399,nan,nan
-0.3474,0.02119,1.17616
3.8211,0.13246,0.72944
-3.6153,-0.30722,-0.20152
1.6992,0.09277,0.93067
-13.2342,nan,nan
-3.3102,-0.28365,-0.16690
3.7536,-0.23854,-1.85288
-0.0499,0.00543,0.87025
-5.8971,-0.54184,-1.37825
0.0512,-0.10163,0.23418
11.1396,0.47573,1.03433
9.8291,nan,nan
12.1272,nan,nan
1.4886,-0.09152,-0.07336
13.8713,nan,nan
0.7205,-0.39588,-1.98825
-9.1455,nan,nan
1.9677,-0.25225,-1.37097
-3.5324,-0.40966,-0.89012
-8.7567,-0.74828,-2.12537
-10.1979,nan,nan
19.1712,nan,nan
7.3204,0.69106,1.48075
-4.4596,-0.37718,-0.53876
-3.0198,-0.21614,0.31282
-0.7700,-0.09684,0.52811
-12.3500,nan,nan
0.9916,0.07518,1.11511
-9.0730,nan,nan
-3.0115,-0.33558,-0.51180
-18.0146,nan,nan
-1.4153,-0.21667,-0.13860
8.5906,0.46404,1.44727
-15.4318,nan,nan
1.5131,0.10433,1.29602
3.1395,0.22509,1.61371
12.8114,nan,nan
-6.6723,-0.58726,-1.41471
-5.1379,-0.54307,-1.55424
-9.8666,nan,nan
-14.8814,nan,nan
-2.4535,-0.20862,0.08535
-6.0692,-0.55261,-1.27084
5.3239,-0.02203,-0.66518
-2.5860,-0.22854,0.07806
6.3063,0.44393,1.81019
-5.8906,-0.69195,-2.09403
-5.5980,-0.45630,-0.77429
-2.1332,-0.14120,0.62607
6.9747,0.55203,1.64794
10.3504,0.34408,0.46636
-15.6556,nan,nan
-0.2211,0.01419,1.12781
7.5166,0.50962,1.87505
10.6965,0.56266,1.59766
-3.5042,-0.29227,-0.23557
-14.2872,nan,nan
12.8025,nan,nan
-5.7531,-0.58442,-1.31357
-5.4737,-0.49769,-0.99323
13.5180,nan,nan
-8.8779,nan,nan
15.5415,nan,nan
6.6583,0.54477,1.62210
-14.7610,nan,nan
-9.6036,nan,nan
-4.6846,-0.61073,-2.04673
-8.2677,nan,nan
-12.7461,nan,nan
-5.6479,-0.74726,nan
10.0946,nan,nan
8.4473,0.31710,0.78637
18.2707,nan,nan
-13.2936,nan,nan
10.7043,0.56504,1.58328
-14.5796,nan,nan
0.7585,0.07275,1.08140
-11.0433,nan,nan
-19.2495,nan,nan
-5.3174,-0.62903,-1.79695
-1.9494,-0.41631,-1.62389
2.4749,0.27231,1.55612
-2.7902,-0.58431,nan
-4.5804,-0.50183,-1.05271
-8.8209,nan,nan
-1.0747,-0.14033,0.15791
-10.0744,nan,nan
-10.5648,nan,nan
-5.3336,-0.48520,-0.98518
-1.9987,-0.45903,-1.64924
2.5106,-0.14576,-0.48910
-14.0516,nan,nan
4.6750,-0.03897,-0.66921
-9.4671,nan,nan
-0.6276,-0.45641,nan
15.6805,nan,nan
-6.1039,-0.60848,-1.68428
14.0337,0.66969,1.51141
10.5215,nan,nan
-4.8423,-0.44254,-0.78175
-13.0107,nan,nan
-5.1746,-0.58596,-1.54073
11.2806,0.43004,0.71037
-8.3469,nan,nan
-10.2659,nan,nan
-5.7860,nan,nan
-7.7690,nan,nan
1.1228,-0.28012,-1.32684
5.9424,0.50828,1.62719
12.7895,nan,nan
-5.5376,-0.51418,-1.12313
7.3971,nan,nan
9.5171,0.60774,1.89826
-7.7891,-0.69426,-1.79289
-2.0882,-0.40114,-1.12146
-10.7107,nan,nan
0.1818,-0.35855,-1.65605
13.3142,0.56308,1.11547
-11.3488,nan,nan
-2.3260,-0.47706,-1.68251
-1.1209,-0.16235,0.08840
-15.7479,nan,nan
-11.9170,nan,nan
-9.8421,nan,nan
19.5908,nan,nan
-5.9411,-0.62884,-1.44807
-0.4938,-0.19131,-0.21330
4.2402,0.38806,1.77697
6.3264,0.26117,0.95984
-14.7101,nan,nan
9.2494,0.36862,0.86736
-6.5178,-0.63689,-1.54602
2.3803,0.03139,0.67861
11.6455,0.72956,1.91622
-8.0795,nan,nan
-0.0428,-0.45252,nan
5.5851,0.45811,1.65778
-7.0440,nan,nan
7.8880,0.18067,0.01904
4.3245,-0.02268,-0.49399
-6.0983,-0.56962,-1.30853
8.8825,nan,nan
-12.1396,nan,nan
7.0024,0.49856,1.81880
23.8675,nan,nan
-1.5297,-0.18656,0.01834
-2.8827,-0.23926,0.01343
1.5364,0.03776,0.78346
7.0804,0.04420,-0.61819
7.9517,nan,nan
0.9715,0.09342,1.17697
-7.7022,nan,nan
7.1496,0.30577,1.00441
-12.2132,nan,nan
-11.4278,nan,nan
2.0100,0.15550,1.38806
11.0605,0.42278,0.74497
3.7094,0.29608,1.55998
-4.1470,-0.42319,-0.58514
5.1522,-0.08903,-1.05234
0.7546,-0.11806,-0.23162
-5.0814,-0.51937,-1.26565
3.5867,-0.12761,-0.75163
-15.6351,nan,nan
-1.9715,-0.35435,-0.78885
2.0441,-0.29513,-1.74187
11.2164,nan,nan
-8.2822,nan,nan
9.3459,nan,nan
7.4356,nan,nan
-8.5427,nan,nan
-4.9165,-0.72451,nan
0.3302,-0.01007,0.80322
0.2031,-0.20402,-0.41678
11.3474,0.52121,1.27459
-10.7848,nan,nan
15.7279,nan,nan
-12.1001,nan,nan
10.6440,nan,nan
-5.2719,-0.47257,-1.08103
11.2027,nan,nan
5.5030,0.22047,0.92519
-0.0260,-0.26290,-0.77044
-0.8754,-0.15648,0.18841
7.2793,0.33524,1.11266
-11.1451,nan,nan
14.1762,nan,nan
-6.1493,-0.72965,nan
7.9959,0.62974,1.69209
12.0476,nan,nan
4.1829,0.31038,1.76232
7.6169,0.04448,-0.84061
2.1903,-0.23591,-1.45430
-2.3485,-0.21770,0.05794
-7.6515,nan,nan
15.6354,nan,nan
14.3989,nan,nan
1.7003,0.15925,1.40492
5.9409,0.52959,1.65791
0.4073,-0.14049,0.06767
-9.4483,nan,nan
2.1682,0.20101,1.62088
30.1071,nan,nan
-10.2191,nan,nan
0.4360,-0.32741,-1.35051
-1.1769,-0.25907,-0.63304
-2.2557,-0.43486,-1.28713
-5.0401,-0.66520,nan
13.1864,0.56034,1.10169
-15.9442,nan,nan
-3.3312,-0.49276,-1.55979
12.0482,nan,nan
1.1891,-0.01917,0.27751
5.6848,0.28630,1.23445
-2.8569,-0.28564,-0.24448
1.8767,0.08464,0.92908
-8.7919,nan,nan
-14.2105,nan,nan
0.3963,-0.18731,-0.45756
-10.2480,nan,nan
11.0019,0.53753,1.50130
-11.8207,nan,nan
2.6550,0.20221,1.39337
-9.2725,nan,nan
-3.0714,-0.28570,-0.18080
-25.4732,nan,nan
-4.7932,-0.43077,-0.81699
14.8772,nan,nan
-8.6393,-0.70229,-1.83198
0.8532,-0.03541,0.51103
5.7379,0.53681,1.53527
-8.4112,nan,nan
-5.7040,-0.63236,-1.98750
-6.1074,-0.74520,nan
-9.3724,nan,nan
6.3016,0.63992,1.62534
7.0840,0.73980,1.51361
16.4064,nan,nan
-1.1478,-0.46039,-2.08124
-4.5107,-0.55963,-1.74077
-10.3358,nan,nan
-20.2900,nan,nan
-2.0530,-0.23604,-0.17306
-10.6544,nan,nan
-16.5313,nan,nan
-15.2158,nan,nan
-4.2551,-0.34419,-0.33551
-1.2768,-0.11272,0.43686
-5.5388,-0.70389,nan
29.1971,nan,nan
-2.7612,-0.48723,-1.82193
21.4738,nan,nan
1.2407,-0.32513,-1.60256
-14.8081,nan,nan
-8.8736,nan,nan
0.3206,0.04474,1.06392
-4.5946,-0.39773,-0.57287
1.7036,-0.29700,-1.56269
2.1865,-0.01651,0.03016
-10.3331,nan,nan
-3.7782,-0.59682,-2.06260
14.2710,nan,nan
-7.4458,-0.61435,-1.42346
-1.1215,-0.49467,nan
5.4321,0.58002,1.41784
0.0224,-0.38325,-1.73091
-14.2984,nan,nan
8.1495,0.60986,2.03864
0.7790,-0.39894,-2.04719
6.7830,0.59135,2.07387
6.4277,0.71052,1.50102
-10.9020,nan,nan
-13.2383,nan,nan
3.1632,0.14294,0.86030
-4.5629,-0.38141,-0.53806
7.0155,nan,nan
-9.6761,nan,nan
0.2248,-0.39587,-2.10829
14.6243,nan,nan
5.8536,0.47304,2.18456
5.1023,0.41471,1.57590
7.2077,0.27397,0.73539
-16.6290,nan,nan
3.7349,-0.15130,-1.14223
0.7846,-0.27258,-1.11581
-1.4990,-0.34435,-0.79550
6.5333,0.65696,1.38847
9.3461,0.33821,0.69271
-3.4341,-0.43428,-1.09978
3.3632,0.25746,1.44704
9.8076,0.35128,0.59942
-12.4975,nan,nan
-1.3130,-0.55314,nan
-8.6505,nan,nan
-17.3094,nan,nan
