x_cm,y_cm,z_cm,ex_kVcm,ey_kVcm,ez_kVcm
   -2.6667,    2.0000,    5.0000, -0.46824868E+01,  0.00000000E+00,  0.44911930E+00
   -1.3333,   -2.0000,    5.0000, -0.43797910E+01,  0.00000000E+00,  0.17965687E+00
   -1.3333,   -1.0000,    5.0000, -0.43797910E+01,  0.00000000E+00,  0.17965687E+00
   -1.3333,    0.0000,    5.0000, -0.43797910E+01,  0.00000000E+00,  0.17965687E+00
   -1.3333,    1.0000,    5.0000, -0.43797910E+01,  0.00000000E+00,  0.17965687E+00
   -1.3333,    2.0000,    5.0000, -0.43797910E+01,  0.00000000E+00,  0.17965687E+00
    0.0000,   -2.0000,    5.0000, -0.42631083E+01,  0.00000000E+00, -0.12104333E+00
    0.0000,   -1.0000,    5.0000, -0.42631083E+01,  0.00000000E+00, -0.12104333E+00
    0.0000,    0.0000,    5.0000, -0.42631083E+01,  0.00000000E+00, -0.12104333E+00
    0.0000,    1.0000,    5.0000, -0.42631083E+01,  0.00000000E+00, -0.12104333E+00
    0.0000,    2.0000,    5.0000, -0.42631083E+01,  0.00000000E+00, -0.12104333E+00
    1.3333,   -2.0000,    5.0000, -0.43062408E+01,  0.00000000E+00, -0.42686470E+00
    1.3333,   -1.0000,    5.0000, -0.43062408E+01,  0.00000000E+00, -0.42686470E+00
    1.3333,    0.0000,    5.0000, -0.43062408E+01,  0.00000000E+00, -0.42686470E+00
    1.3333,    1.0000,    5.0000, -0.43062408E+01,  0.00000000E+00, -0.42686470E+00
    1.3333,    2.0000,    5.0000, -0.43062408E+01,  0.00000000E+00, -0.42686470E+00
    2.6667,   -2.0000,    5.0000, -0.45336869E+01,  0.00000000E+00, -0.71951635E+00
    2.6667,   -1.0000,    5.0000, -0.45336869E+01,  0.00000000E+00, -0.71951635E+00
    2.6667,    0.0000,    5.0000, -0.45336869E+01,  0.00000000E+00, -0.71951635E+00
    2.6667,    1.0000,    5.0000, -0.45336869E+01,  0.00000000E+00, -0.71951635E+00
    2.6667,    2.0000,    5.0000, -0.45336869E+01,  0.00000000E+00, -0.71951635E+00
    4.0000,   -2.0000,    5.0000, -0.50233932E+01,  0.00000000E+00, -0.98814850E+00
    4.0000,   -1.0000,    5.0000, -0.50233932E+01,  0.00000000E+00, -0.98814850E+00
    4.0000,    0.0000,    5.0000, -0.50233932E+01,  0.00000000E+00, -0.98814850E+00
    4.0000,    1.0000,    5.0000, -0.50233932E+01,  0.00000000E+00, -0.98814850E+00
    4.0000,    2.0000,    5.0000, -0.50233932E+01,  0.00000000E+00, -0.98814850E+00
   -4.0000,   -2.0000,    7.5000, -0.49501541E+01,  0.00000000E+00, -0.12994930E+00
   -4.0000,   -1.0000,    7.5000, -0.49501541E+01,  0.00000000E+00, -0.12994930E+00
   -4.0000,    0.0000,    7.5000, -0.49501541E+01,  0.00000000E+00, -0.12994930E+00
   -4.0000,    1.0000,    7.5000, -0.49501541E+01,  0.00000000E+00, -0.12994930E+00
   -4.0000,    2.0000,    7.5000, -0.49501541E+01,  0.00000000E+00, -0.12994930E+00
   -2.6667,   -2.0000,    7.5000, -0.47958424E+01,  0.00000000E+00, -0.70300676E-01
   -2.6667,   -1.0000,    7.5000, -0.47958424E+01,  0.00000000E+00, -0.70300676E-01
   -2.6667,    0.0000,    7.5000, -0.47958424E+01,  0.00000000E+00, -0.70300676E-01
   -2.6667,    1.0000,    7.5000, -0.47958424E+01,  0.00000000E+00, -0.70300676E-01
   -2.6667,    2.0000,    7.5000, -0.47958424E+01,  0.00000000E+00, -0.70300676E-01
   -1.3333,   -2.0000,    7.5000, -0.46718797E+01,  0.00000000E+00, -0.10280484E+00
   -1.3333,   -1.0000,    7.5000, -0.46718797E+01,  0.00000000E+00, -0.10280484E+00
   -1.3333,    0.0000,    7.5000, -0.46718797E+01,  0.00000000E+00, -0.10280484E+00
   -1.3333,    1.0000,    7.5000, -0.46718797E+01,  0.00000000E+00, -0.10280484E+00
   -1.3333,    2.0000,    7.5000, -0.46718797E+01,  0.00000000E+00, -0.10280484E+00
    0.0000,   -2.0000,    7.5000, -0.46073039E+01,  0.00000000E+00, -0.18227299E+00
    0.0000,   -1.0000,    7.5000, -0.46073039E+01,  0.00000000E+00, -0.18227299E+00
    0.0000,    0.0000,    7.5000, -0.46073039E+01,  0.00000000E+00, -0.18227299E+00
    0.0000,    1.0000,    7.5000, -0.46073039E+01,  0.00000000E+00, -0.18227299E+00
    0.0000,    2.0000,    7.5000, -0.46073039E+01,  0.00000000E+00, -0.18227299E+00
    1.3333,   -2.0000,    7.5000, -0.46129413E+01,  0.00000000E+00, -0.26317631E+00
    1.3333,   -1.0000,    7.5000, -0.46129413E+01,  0.00000000E+00, -0.26317631E+00
    1.3333,    0.0000,    7.5000, -0.46129413E+01,  0.00000000E+00, -0.26317631E+00
    1.3333,    1.0000,    7.5000, -0.46129413E+01,  0.00000000E+00, -0.26317631E+00
    1.3333,    2.0000,    7.5000, -0.46129413E+01,  0.00000000E+00, -0.26317631E+00
    2.6667,   -2.0000,    7.5000, -0.46841355E+01,  0.00000000E+00, -0.30012800E+00
    2.6667,   -1.0000,    7.5000, -0.46841355E+01,  0.00000000E+00, -0.30012800E+00
    2.6667,    0.0000,    7.5000, -0.46841355E+01,  0.00000000E+00, -0.30012800E+00
    2.6667,    1.0000,    7.5000, -0.46841355E+01,  0.00000000E+00, -0.30012800E+00
    2.6667,    2.0000,    7.5000, -0.46841355E+01,  0.00000000E+00, -0.30012800E+00
    4.0000,   -2.0000,    7.5000, -0.48038450E+01,  0.00000000E+00, -0.24835624E+00
    4.0000,   -1.0000,    7.5000, -0.48038450E+01,  0.00000000E+00, -0.24835624E+00
    4.0000,    0.0000,    7.5000, -0.48038450E+01,  0.00000000E+00, -0.24835624E+00
    4.0000,    1.0000,    7.5000, -0.48038450E+01,  0.00000000E+00, -0.24835624E+00
    4.0000,    2.0000,    7.5000, -0.48038450E+01,  0.00000000E+00, -0.24835624E+00
   -4.0000,   -2.0000,   10.0000, -0.48148125E+01,  0.00000000E+00, -0.25073044E+00
   -4.0000,   -1.0000,   10.0000, -0.48148125E+01,  0.00000000E+00, -0.25073044E+00
   -4.0000,    0.0000,   10.0000, -0.48148125E+01,  0.00000000E+00, -0.25073044E+00
   -4.0000,    1.0000,   10.0000, -0.48148125E+01,  0.00000000E+00, -0.25073044E+00
   -4.0000,    2.0000,   10.0000, -0.48148125E+01,  0.00000000E+00, -0.25073044E+00
   -2.6667,   -2.0000,   10.0000, -0.47727971E+01,  0.00000000E+00, -0.22575152E+00
   -2.6667,   -1.0000,   10.0000, -0.47727971E+01,  0.00000000E+00, -0.22575152E+00
   -2.6667,    0.0000,   10.0000, -0.47727971E+01,  0.00000000E+00, -0.22575152E+00
   -2.6667,    1.0000,   10.0000, -0.47727971E+01,  0.00000000E+00, -0.22575152E+00
   -2.6667,    2.0000,   10.0000, -0.47727971E+01,  0.00000000E+00, -0.22575152E+00
   -1.3333,   -2.0000,   10.0000, -0.47249209E+01,  0.00000000E+00, -0.22526472E+00
   -1.3333,   -1.0000,   10.0000, -0.47249209E+01,  0.00000000E+00, -0.22526472E+00
   -1.3333,    0.0000,   10.0000, -0.47249209E+01,  0.00000000E+00, -0.22526472E+00
   -1.3333,    1.0000,   10.0000, -0.47249209E+01,  0.00000000E+00, -0.22526472E+00
   -1.3333,    2.0000,   10.0000, -0.47249209E+01,  0.00000000E+00, -0.22526472E+00
    0.0000,   -2.0000,   10.0000, -0.46872312E+01,  0.00000000E+00, -0.23765733E+00
    0.0000,   -1.0000,   10.0000, -0.46872312E+01,  0.00000000E+00, -0.23765733E+00
    0.0000,    0.0000,   10.0000, -0.46872312E+01,  0.00000000E+00, -0.23765733E+00
    0.0000,    1.0000,   10.0000, -0.46872312E+01,  0.00000000E+00, -0.23765733E+00
    0.0000,    2.0000,   10.0000, -0.46872312E+01,  0.00000000E+00, -0.23765733E+00
    1.3333,   -2.0000,   10.0000, -0.46653242E+01,  0.00000000E+00, -0.24933260E+00
    1.3333,   -1.0000,   10.0000, -0.46653242E+01,  0.00000000E+00, -0.24933260E+00
    1.3333,    0.0000,   10.0000, -0.46653242E+01,  0.00000000E+00, -0.24933260E+00
    1.3333,    1.0000,   10.0000, -0.46653242E+01,  0.00000000E+00, -0.24933260E+00
    1.3333,    2.0000,   10.0000, -0.46653242E+01,  0.00000000E+00, -0.24933260E+00
    2.6667,   -2.0000,   10.0000, -0.46528984E+01,  0.00000000E+00, -0.24471343E+00
    2.6667,   -1.0000,   10.0000, -0.46528984E+01,  0.00000000E+00, -0.24471343E+00
    2.6667,    0.0000,   10.0000, -0.46528984E+01,  0.00000000E+00, -0.24471343E+00
    2.6667,    1.0000,   10.0000, -0.46528984E+01,  0.00000000E+00, -0.24471343E+00
    2.6667,    2.0000,   10.0000, -0.46528984E+01,  0.00000000E+00, -0.24471343E+00
    4.0000,   -2.0000,   10.0000, -0.46303872E+01,  0.00000000E+00, -0.20626351E+00
    4.0000,   -1.0000,   10.0000, -0.46303872E+01,  0.00000000E+00, -0.20626351E+00
    4.0000,    0.0000,   10.0000, -0.46303872E+01,  0.00000000E+00, -0.20626351E+00
    4.0000,    1.0000,   10.0000, -0.46303872E+01,  0.00000000E+00, -0.20626351E+00
    4.0000,    2.0000,   10.0000, -0.46303872E+01,  0.00000000E+00, -0.20626351E+00
   -4.0000,   -2.0000,   12.5000, -0.47957708E+01,  0.00000000E+00, -0.30515631E+00
   -4.0000,   -1.0000,   12.5000, -0.47957708E+01,  0.00000000E+00, -0.30515631E+00
   -4.0000,    0.0000,   12.5000, -0.47957708E+01,  0.00000000E+00, -0.30515631E+00
   -4.0000,    1.0000,   12.5000, -0.47957708E+01,  0.00000000E+00, -0.30515631E+00
   -4.0000,    2.0000,   12.5000, -0.47957708E+01,  0.00000000E+00, -0.30515631E+00
   -2.6667,   -2.0000,   12.5000, -0.47628441E+01,  0.00000000E+00, -0.29924348E+00
   -2.6667,   -1.0000,   12.5000, -0.47628441E+01,  0.00000000E+00, -0.29924348E+00
   -2.6667,    0.0000,   12.5000, -0.47628441E+01,  0.00000000E+00, -0.29924348E+00
   -2.6667,    1.0000,   12.5000, -0.47628441E+01,  0.00000000E+00, -0.29924348E+00
   -2.6667,    2.0000,   12.5000, -0.47628441E+01,  0.00000000E+00, -0.29924348E+00
   -1.3333,   -2.0000,   12.5000, -0.47281645E+01,  0.00000000E+00, -0.29587962E+00
   -1.3333,   -1.0000,   12.5000, -0.47281645E+01,  0.00000000E+00, -0.29587962E+00
   -1.3333,    0.0000,   12.5000, -0.47281645E+01,  0.00000000E+00, -0.29587962E+00
   -1.3333,    1.0000,   12.5000, -0.47281645E+01,  0.00000000E+00, -0.29587962E+00
   -1.3333,    2.0000,   12.5000, -0.47281645E+01,  0.00000000E+00, -0.29587962E+00
    0.0000,   -2.0000,   12.5000, -0.46959369E+01,  0.00000000E+00, -0.29425741E+00
    0.0000,   -1.0000,   12.5000, -0.46959369E+01,  0.00000000E+00, -0.29425741E+00
    0.0000,    0.0000,   12.5000, -0.46959369E+01,  0.00000000E+00, -0.29425741E+00
    0.0000,    1.0000,   12.5000, -0.46959369E+01,  0.00000000E+00, -0.29425741E+00
    0.0000,    2.0000,   12.5000, -0.46959369E+01,  0.00000000E+00, -0.29425741E+00
    1.3333,   -2.0000,   12.5000, -0.46671614E+01,  0.00000000E+00, -0.29260732E+00
    1.3333,   -1.0000,   12.5000, -0.46671614E+01,  0.00000000E+00, -0.29260732E+00
    1.3333,    0.0000,   12.5000, -0.46671614E+01,  0.00000000E+00, -0.29260732E+00
    1.3333,    1.0000,   12.5000, -0.46671614E+01,  0.00000000E+00, -0.29260732E+00
    1.3333,    2.0000,   12.5000, -0.46671614E+01,  0.00000000E+00, -0.29260732E+00
    2.6667,   -2.0000,   12.5000, -0.46394659E+01,  0.00000000E+00, -0.28825204E+00
    2.6667,   -1.0000,   12.5000, -0.46394659E+01,  0.00000000E+00, -0.28825204E+00
    2.6667,    0.0000,   12.5000, -0.46394659E+01,  0.00000000E+00, -0.28825204E+00
    2.6667,    1.0000,   12.5000, -0.46394659E+01,  0.00000000E+00, -0.28825204E+00
    2.6667,    2.0000,   12.5000, -0.46394659E+01,  0.00000000E+00, -0.28825204E+00
    4.0000,   -2.0000,   12.5000, -0.46067209E+01,  0.00000000E+00, -0.27762873E+00
    4.0000,   -1.0000,   12.5000, -0.46067209E+01,  0.00000000E+00, -0.27762873E+00
    4.0000,    0.0000,   12.5000, -0.46067209E+01,  0.00000000E+00, -0.27762873E+00
    4.0000,    1.0000,   12.5000, -0.46067209E+01,  0.00000000E+00, -0.27762873E+00
    4.0000,    2.0000,   12.5000, -0.46067209E+01,  0.00000000E+00, -0.27762873E+00
   -4.0000,   -2.0000,   15.0000, -0.47892963E+01,  0.00000000E+00, -0.36652780E+00
   -4.0000,   -1.0000,   15.0000, -0.47892963E+01,  0.00000000E+00, -0.36652780E+00
   -4.0000,    0.0000,   15.0000, -0.47892963E+01,  0.00000000E+00, -0.36652780E+00
   -4.0000,    1.0000,   15.0000, -0.47892963E+01,  0.00000000E+00, -0.36652780E+00
   -4.0000,    2.0000,   15.0000, -0.47892963E+01,  0.00000000E+00, -0.36652780E+00
   -2.6667,   -2.0000,   15.0000, -0.47573093E+01,  0.00000000E+00, -0.36161981E+00
   -2.6667,   -1.0000,   15.0000, -0.47573093E+01,  0.00000000E+00, -0.36161981E+00
   -2.6667,    0.0000,   15.0000, -0.47573093E+01,  0.00000000E+00, -0.36161981E+00
   -2.6667,    1.0000,   15.0000, -0.47573093E+01,  0.00000000E+00, -0.36161981E+00
   -2.6667,    2.0000,   15.0000, -0.47573093E+01,  0.00000000E+00, -0.36161981E+00
   -1.3333,   -2.0000,   15.0000, -0.47257442E+01,  0.00000000E+00, -0.35680957E+00
   -1.3333,   -1.0000,   15.0000, -0.47257442E+01,  0.00000000E+00, -0.35680957E+00
   -1.3333,    0.0000,   15.0000, -0.47257442E+01,  0.00000000E+00, -0.35680957E+00
   -1.3333,    1.0000,   15.0000, -0.47257442E+01,  0.00000000E+00, -0.35680957E+00
   -1.3333,    2.0000,   15.0000, -0.47257442E+01,  0.00000000E+00, -0.35680957E+00
    0.0000,   -2.0000,   15.0000, -0.46945929E+01,  0.00000000E+00, -0.35209449E+00
    0.0000,   -1.0000,   15.0000, -0.46945929E+01,  0.00000000E+00, -0.35209449E+00
    0.0000,    0.0000,   15.0000, -0.46945929E+01,  0.00000000E+00, -0.35209449E+00
    0.0000,    1.0000,   15.0000, -0.46945929E+01,  0.00000000E+00, -0.35209449E+00
    0.0000,    2.0000,   15.0000, -0.46945929E+01,  0.00000000E+00, -0.35209449E+00
    1.3333,   -2.0000,   15.0000, -0.46638473E+01,  0.00000000E+00, -0.34747208E+00
    1.3333,   -1.0000,   15.0000, -0.46638473E+01,  0.00000000E+00, -0.34747208E+00
    1.3333,    0.0000,   15.0000, -0.46638473E+01,  0.00000000E+00, -0.34747208E+00
    1.3333,    1.0000,   15.0000, -0.46638473E+01,  0.00000000E+00, -0.34747208E+00
    1.3333,    2.0000,   15.0000, -0.46638473E+01,  0.00000000E+00, -0.34747208E+00
    2.6667,   -2.0000,   15.0000, -0.46334995E+01,  0.00000000E+00, -0.34293995E+00
    2.6667,   -1.0000,   15.0000, -0.46334995E+01,  0.00000000E+00, -0.34293995E+00
    2.6667,    0.0000,   15.0000, -0.46334995E+01,  0.00000000E+00, -0.34293995E+00
    2.6667,    1.0000,   15.0000, -0.46334995E+01,  0.00000000E+00, -0.34293995E+00
    2.6667,    2.0000,   15.0000, -0.46334995E+01,  0.00000000E+00, -0.34293995E+00
    4.0000,   -2.0000,   15.0000, -0.46035420E+01,  0.00000000E+00, -0.33849575E+00
    4.0000,   -1.0000,   15.0000, -0.46035420E+01,  0.00000000E+00, -0.33849575E+00
    4.0000,    0.0000,   15.0000, -0.46035420E+01,  0.00000000E+00, -0.33849575E+00
    4.0000,    1.0000,   15.0000, -0.46035420E+01,  0.00000000E+00, -0.33849575E+00
    4.0000,    2.0000,   15.0000, -0.46035420E+01,  0.00000000E+00, -0.33849575E+00
   -4.0000,   -2.0000,   17.5000, -0.47792471E+01,  0.00000000E+00, -0.42671851E+00
   -4.0000,   -1.0000,   17.5000, -0.47792471E+01,  0.00000000E+00, -0.42671851E+00
   -4.0000,    0.0000,   17.5000, -0.47792471E+01,  0.00000000E+00, -0.42671851E+00
   -4.0000,    1.0000,   17.5000, -0.47792471E+01,  0.00000000E+00, -0.42671851E+00
   -4.0000,    2.0000,   17.5000, -0.47792471E+01,  0.00000000E+00, -0.42671851E+00
   -2.6667,   -2.0000,   17.5000, -0.47474605E+01,  0.00000000E+00, -0.42101637E+00
   -2.6667,   -1.0000,   17.5000, -0.47474605E+01,  0.00000000E+00, -0.42101637E+00
   -2.6667,    0.0000,   17.5000, -0.47474605E+01,  0.00000000E+00, -0.42101637E+00
   -2.6667,    1.0000,   17.5000, -0.47474605E+01,  0.00000000E+00, -0.42101637E+00
   -2.6667,    2.0000,   17.5000, -0.47474605E+01,  0.00000000E+00, -0.42101637E+00
   -1.3333,   -2.0000,   17.5000, -0.47160907E+01,  0.00000000E+00, -0.41542747E+00
   -1.3333,   -1.0000,   17.5000, -0.47160907E+01,  0.00000000E+00, -0.41542747E+00
   -1.3333,    0.0000,   17.5000, -0.47160907E+01,  0.00000000E+00, -0.41542747E+00
   -1.3333,    1.0000,   17.5000, -0.47160907E+01,  0.00000000E+00, -0.41542747E+00
   -1.3333,    2.0000,   17.5000, -0.47160907E+01,  0.00000000E+00, -0.41542747E+00
    0.0000,   -2.0000,   17.5000, -0.46851295E+01,  0.00000000E+00, -0.40994885E+00
    0.0000,   -1.0000,   17.5000, -0.46851295E+01,  0.00000000E+00, -0.40994885E+00
    0.0000,    0.0000,   17.5000, -0.46851295E+01,  0.00000000E+00, -0.40994885E+00
    0.0000,    1.0000,   17.5000, -0.46851295E+01,  0.00000000E+00, -0.40994885E+00
    0.0000,    2.0000,   17.5000, -0.46851295E+01,  0.00000000E+00, -0.40994885E+00
    1.3333,   -2.0000,   17.5000, -0.46545690E+01,  0.00000000E+00, -0.40457762E+00
    1.3333,   -1.0000,   17.5000, -0.46545690E+01,  0.00000000E+00, -0.40457762E+00
    1.3333,    0.0000,   17.5000, -0.46545690E+01,  0.00000000E+00, -0.40457762E+00
    1.3333,    1.0000,   17.5000, -0.46545690E+01,  0.00000000E+00, -0.40457762E+00
    1.3333,    2.0000,   17.5000, -0.46545690E+01,  0.00000000E+00, -0.40457762E+00
    2.6667,   -2.0000,   17.5000, -0.46244016E+01,  0.00000000E+00, -0.39931101E+00
    2.6667,   -1.0000,   17.5000, -0.46244016E+01,  0.00000000E+00, -0.39931101E+00
    2.6667,    0.0000,   17.5000, -0.46244016E+01,  0.00000000E+00, -0.39931101E+00
    2.6667,    1.0000,   17.5000, -0.46244016E+01,  0.00000000E+00, -0.39931101E+00
    2.6667,    2.0000,   17.5000, -0.46244016E+01,  0.00000000E+00, -0.39931101E+00
    4.0000,   -2.0000,   17.5000, -0.45946198E+01,  0.00000000E+00, -0.39414633E+00
    4.0000,   -1.0000,   17.5000, -0.45946198E+01,  0.00000000E+00, -0.39414633E+00
    4.0000,    0.0000,   17.5000, -0.45946198E+01,  0.00000000E+00, -0.39414633E+00
    4.0000,    1.0000,   17.5000, -0.45946198E+01,  0.00000000E+00, -0.39414633E+00
    4.0000,    2.0000,   17.5000, -0.45946198E+01,  0.00000000E+00, -0.39414633E+00
   -4.0000,   -2.0000,   20.0000, -0.47677040E+01,  0.00000000E+00, -0.48650043E+00
   -4.0000,   -1.0000,   20.0000, -0.47677040E+01,  0.00000000E+00, -0.48650043E+00
   -4.0000,    0.0000,   20.0000, -0.47677040E+01,  0.00000000E+00, -0.48650043E+00
   -4.0000,    1.0000,   20.0000, -0.47677040E+01,  0.00000000E+00, -0.48650043E+00
   -4.0000,    2.0000,   20.0000, -0.47677040E+01,  0.00000000E+00, -0.48650043E+00
   -2.6667,   -2.0000,   20.0000, -0.47361471E+01,  0.00000000E+00, -0.48001493E+00
   -2.6667,   -1.0000,   20.0000, -0.47361471E+01,  0.00000000E+00, -0.48001493E+00
   -2.6667,    0.0000,   20.0000, -0.47361471E+01,  0.00000000E+00, -0.48001493E+00
   -2.6667,    1.0000,   20.0000, -0.47361471E+01,  0.00000000E+00, -0.48001493E+00
   -2.6667,    2.0000,   20.0000, -0.47361471E+01,  0.00000000E+00, -0.48001493E+00
   -1.3333,   -2.0000,   20.0000, -0.47050009E+01,  0.00000000E+00, -0.47365783E+00
   -1.3333,   -1.0000,   20.0000, -0.47050009E+01,  0.00000000E+00, -0.47365783E+00
   -1.3333,    0.0000,   20.0000, -0.47050009E+01,  0.00000000E+00, -0.47365783E+00
   -1.3333,    1.0000,   20.0000, -0.47050009E+01,  0.00000000E+00, -0.47365783E+00
   -1.3333,    2.0000,   20.0000, -0.47050009E+01,  0.00000000E+00, -0.47365783E+00
    0.0000,   -2.0000,   20.0000, -0.46742574E+01,  0.00000000E+00, -0.46742576E+00
    0.0000,   -1.0000,   20.0000, -0.46742574E+01,  0.00000000E+00, -0.46742576E+00
    0.0000,    0.0000,   20.0000, -0.46742574E+01,  0.00000000E+00, -0.46742576E+00
    0.0000,    1.0000,   20.0000, -0.46742574E+01,  0.00000000E+00, -0.46742576E+00
    0.0000,    2.0000,   20.0000, -0.46742574E+01,  0.00000000E+00, -0.46742576E+00
    1.3333,   -2.0000,   20.0000, -0.46439091E+01,  0.00000000E+00, -0.46131549E+00
    1.3333,   -1.0000,   20.0000, -0.46439091E+01,  0.00000000E+00, -0.46131549E+00
    1.3333,    0.0000,   20.0000, -0.46439091E+01,  0.00000000E+00, -0.46131549E+00
    1.3333,    1.0000,   20.0000, -0.46439091E+01,  0.00000000E+00, -0.46131549E+00
    1.3333,    2.0000,   20.0000, -0.46439091E+01,  0.00000000E+00, -0.46131549E+00
    2.6667,   -2.0000,   20.0000, -0.46139483E+01,  0.00000000E+00, -0.45532386E+00
    2.6667,   -1.0000,   20.0000, -0.46139483E+01,  0.00000000E+00, -0.45532386E+00
    2.6667,    0.0000,   20.0000, -0.46139483E+01,  0.00000000E+00, -0.45532386E+00
    2.6667,    1.0000,   20.0000, -0.46139483E+01,  0.00000000E+00, -0.45532386E+00
    2.6667,    2.0000,   20.0000, -0.46139483E+01,  0.00000000E+00, -0.45532386E+00
    4.0000,   -2.0000,   20.0000, -0.45843679E+01,  0.00000000E+00, -0.44944785E+00
    4.0000,   -1.0000,   20.0000, -0.45843679E+01,  0.00000000E+00, -0.44944785E+00
    4.0000,    0.0000,   20.0000, -0.45843679E+01,  0.00000000E+00, -0.44944785E+00
    4.0000,    1.0000,   20.0000, -0.45843679E+01,  0.00000000E+00, -0.44944785E+00
    4.0000,    2.0000,   20.0000, -0.45843679E+01,  0.00000000E+00, -0.44944785E+00
   -4.0000,   -2.0000,   22.5000, -0.47546892E+01,  0.00000000E+00, -0.54581893E+00
   -4.0000,   -1.0000,   22.5000, -0.47546892E+01,  0.00000000E+00, -0.54581893E+00
   -4.0000,    0.0000,   22.5000, -0.47546892E+01,  0.00000000E+00, -0.54581893E+00
   -4.0000,    1.0000,   22.5000, -0.47546892E+01,  0.00000000E+00, -0.54581893E+00
   -4.0000,    2.0000,   22.5000, -0.47546892E+01,  0.00000000E+00, -0.54581893E+00
   -2.6667,   -2.0000,   22.5000, -0.47233903E+01,  0.00000000E+00, -0.53856226E+00
   -2.6667,   -1.0000,   22.5000, -0.47233903E+01,  0.00000000E+00, -0.53856226E+00
   -2.6667,    0.0000,   22.5000, -0.47233903E+01,  0.00000000E+00, -0.53856226E+00
   -2.6667,    1.0000,   22.5000, -0.47233903E+01,  0.00000000E+00, -0.53856226E+00
   -2.6667,    2.0000,   22.5000, -0.47233903E+01,  0.00000000E+00, -0.53856226E+00
   -1.3333,   -2.0000,   22.5000, -0.46924953E+01,  0.00000000E+00, -0.53144873E+00
   -1.3333,   -1.0000,   22.5000, -0.46924953E+01,  0.00000000E+00, -0.53144873E+00
   -1.3333,    0.0000,   22.5000, -0.46924953E+01,  0.00000000E+00, -0.53144873E+00
   -1.3333,    1.0000,   22.5000, -0.46924953E+01,  0.00000000E+00, -0.53144873E+00
   -1.3333,    2.0000,   22.5000, -0.46924953E+01,  0.00000000E+00, -0.53144873E+00
    0.0000,   -2.0000,   22.5000, -0.46619966E+01,  0.00000000E+00, -0.52447464E+00
    0.0000,   -1.0000,   22.5000, -0.46619966E+01,  0.00000000E+00, -0.52447464E+00
    0.0000,    0.0000,   22.5000, -0.46619966E+01,  0.00000000E+00, -0.52447464E+00
    0.0000,    1.0000,   22.5000, -0.46619966E+01,  0.00000000E+00, -0.52447464E+00
    0.0000,    2.0000,   22.5000, -0.46619966E+01,  0.00000000E+00, -0.52447464E+00
    1.3333,   -2.0000,   22.5000, -0.46318867E+01,  0.00000000E+00, -0.51763636E+00
    1.3333,   -1.0000,   22.5000, -0.46318867E+01,  0.00000000E+00, -0.51763636E+00
    1.3333,    0.0000,   22.5000, -0.46318867E+01,  0.00000000E+00, -0.51763636E+00
    1.3333,    1.0000,   22.5000, -0.46318867E+01,  0.00000000E+00, -0.51763636E+00
    1.3333,    2.0000,   22.5000, -0.46318867E+01,  0.00000000E+00, -0.51763636E+00
    2.6667,   -2.0000,   22.5000, -0.46021582E+01,  0.00000000E+00, -0.51093041E+00
    2.6667,   -1.0000,   22.5000, -0.46021582E+01,  0.00000000E+00, -0.51093041E+00
    2.6667,    0.0000,   22.5000, -0.46021582E+01,  0.00000000E+00, -0.51093041E+00
    2.6667,    1.0000,   22.5000, -0.46021582E+01,  0.00000000E+00, -0.51093041E+00
    2.6667,    2.0000,   22.5000, -0.46021582E+01,  0.00000000E+00, -0.51093041E+00
    4.0000,   -2.0000,   22.5000, -0.45728042E+01,  0.00000000E+00, -0.50435342E+00
    4.0000,   -1.0000,   22.5000, -0.45728042E+01,  0.00000000E+00, -0.50435342E+00
    4.0000,    0.0000,   22.5000, -0.45728042E+01,  0.00000000E+00, -0.50435342E+00
    4.0000,    1.0000,   22.5000, -0.45728042E+01,  0.00000000E+00, -0.50435342E+00
    4.0000,    2.0000,   22.5000, -0.45728042E+01,  0.00000000E+00, -0.50435342E+00
   -4.0000,   -2.0000,   25.0000, -0.47402269E+01,  0.00000000E+00, -0.60462080E+00
   -4.0000,   -1.0000,   25.0000, -0.47402269E+01,  0.00000000E+00, -0.60462080E+00
   -4.0000,    0.0000,   25.0000, -0.47402269E+01,  0.00000000E+00, -0.60462080E+00
   -4.0000,    1.0000,   25.0000, -0.47402269E+01,  0.00000000E+00, -0.60462080E+00
   -4.0000,    2.0000,   25.0000, -0.47402269E+01,  0.00000000E+00, -0.60462080E+00
   -2.6667,   -2.0000,   25.0000, -0.47092137E+01,  0.00000000E+00, -0.59660649E+00
   -2.6667,   -1.0000,   25.0000, -0.47092137E+01,  0.00000000E+00, -0.59660649E+00
   -2.6667,    0.0000,   25.0000, -0.47092137E+01,  0.00000000E+00, -0.59660649E+00
   -2.6667,    1.0000,   25.0000, -0.47092137E+01,  0.00000000E+00, -0.59660649E+00
   -2.6667,    2.0000,   25.0000, -0.47092137E+01,  0.00000000E+00, -0.59660649E+00
   -1.3333,   -2.0000,   25.0000, -0.46785969E+01,  0.00000000E+00, -0.58874963E+00
   -1.3333,   -1.0000,   25.0000, -0.46785969E+01,  0.00000000E+00, -0.58874963E+00
   -1.3333,    0.0000,   25.0000, -0.46785969E+01,  0.00000000E+00, -0.58874963E+00
   -1.3333,    1.0000,   25.0000, -0.46785969E+01,  0.00000000E+00, -0.58874963E+00
