x_cm,y_cm,z_cm,ex_kVcm,ey_kVcm,ez_kVcm
   -2.6667,   -2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,   -1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    0.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    0.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    0.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    0.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    0.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    0.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    1.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    2.0000,  -25.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,   -2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,   -1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    0.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,   -2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,   -1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    0.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    0.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    0.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    0.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    0.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    0.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    1.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    2.0000,  -22.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,   -2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,   -1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    0.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,   -2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,   -1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    0.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    0.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    0.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    0.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    0.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    0.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    1.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    2.0000,  -20.0000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,   -2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,   -1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    0.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,    2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,   -2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,   -1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    0.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -2.6667,    2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,   -1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    0.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -1.3333,    2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,   -1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    0.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    0.0000,    2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,   -1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    0.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    1.3333,    2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,   -1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    0.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    2.6667,    2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,   -1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    0.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    1.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
    4.0000,    2.0000,  -17.5000,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
   -4.0000,   -2.0000,  -15.0000, -0.28308533E-01,  0.00000000E+00,  0.26341951E-01
   -4.0000,   -1.0000,  -15.0000, -0.28308533E-01,  0.00000000E+00,  0.26341951E-01
   -4.0000,    0.0000,  -15.0000, -0.28308533E-01,  0.00000000E+00,  0.26341951E-01
   -4.0000,    1.0000,  -15.0000, -0.28308533E-01,  0.00000000E+00,  0.26341951E-01
   -4.0000,    2.0000,  -15.0000, -0.28308533E-01,  0.00000000E+00,  0.26341951E-01
   -2.6667,   -2.0000,  -15.0000, -0.60306823E-02,  0.00000000E+00,  0.14005960E-02
   -2.6667,   -1.0000,  -15.0000, -0.60306823E-02,  0.00000000E+00,  0.14005960E-02
   -2.6667,    0.0000,  -15.0000, -0.60306823E-02,  0.00000000E+00,  0.14005960E-02
   -2.6667,    1.0000,  -15.0000, -0.60306823E-02,  0.00000000E+00,  0.14005960E-02
   -2.6667,    2.0000,  -15.0000, -0.60306823E-02,  0.00000000E+00,  0.14005960E-02
   -1.3333,   -2.0000,  -15.0000, -0.86569533E-02,  0.00000000E+00, -0.14246912E-02
   -1.3333,   -1.0000,  -15.0000, -0.86569533E-02,  0.00000000E+00, -0.14246912E-02
   -1.3333,    0.0000,  -15.0000, -0.86569533E-02,  0.00000000E+00, -0.14246912E-02
   -1.3333,    1.0000,  -15.0000, -0.86569533E-02,  0.00000000E+00, -0.14246912E-02
   -1.3333,    2.0000,  -15.0000, -0.86569533E-02,  0.00000000E+00, -0.14246912E-02
    0.0000,   -2.0000,  -15.0000, -0.92732503E-02,  0.00000000E+00,  0.15707964E-02
    0.0000,   -1.0000,  -15.0000, -0.92732503E-02,  0.00000000E+00,  0.15707964E-02
    0.0000,    0.0000,  -15.0000, -0.92732503E-02,  0.00000000E+00,  0.15707964E-02
    0.0000,    1.0000,  -15.0000, -0.92732503E-02,  0.00000000E+00,  0.15707964E-02
    0.0000,    2.0000,  -15.0000, -0.92732503E-02,  0.00000000E+00,  0.15707964E-02
    1.3333,   -2.0000,  -15.0000, -0.59067203E-02,  0.00000000E+00,  0.13443228E-02
    1.3333,   -1.0000,  -15.0000, -0.59067203E-02,  0.00000000E+00,  0.13443228E-02
    1.3333,    0.0000,  -15.0000, -0.59067203E-02,  0.00000000E+00,  0.13443228E-02
    1.3333,    1.0000,  -15.0000, -0.59067203E-02,  0.00000000E+00,  0.13443228E-02
    1.3333,    2.0000,  -15.0000, -0.59067203E-02,  0.00000000E+00,  0.13443228E-02
    2.6667,   -2.0000,  -15.0000, -0.10115555E-01,  0.00000000E+00, -0.63208890E-02
    2.6667,   -1.0000,  -15.0000, -0.10115555E-01,  0.00000000E+00, -0.63208890E-02
    2.6667,    0.0000,  -15.0000, -0.10115555E-01,  0.00000000E+00, -0.63208890E-02
    2.6667,    1.0000,  -15.0000, -0.10115555E-01,  0.00000000E+00, -0.63208890E-02
    2.6667,    2.0000,  -15.0000, -0.10115555E-01,  0.00000000E+00, -0.63208890E-02
    4.0000,   -2.0000,  -15.0000, -0.39950219E-01,  0.00000000E+00, -0.22470951E-01
    4.0000,   -1.0000,  -15.0000, -0.39950219E-01,  0.00000000E+00, -0.22470951E-01
    4.0000,    0.0000,  -15.0000, -0.39950219E-01,  0.00000000E+00, -0.22470951E-01
    4.0000,    1.0000,  -15.0000, -0.39950219E-01,  0.00000000E+00, -0.22470951E-01
    4.0000,    2.0000,  -15.0000, -0.39950219E-01,  0.00000000E+00, -0.22470951E-01
   -4.0000,   -2.0000,  -12.5000, -0.10766387E-02,  0.00000000E+00,  0.28809252E-02
   -4.0000,   -1.0000,  -12.5000, -0.10766387E-02,  0.00000000E+00,  0.28809252E-02
   -4.0000,    0.0000,  -12.5000, -0.10766387E-02,  0.00000000E+00,  0.28809252E-02
   -4.0000,    1.0000,  -12.5000, -0.10766387E-02,  0.00000000E+00,  0.28809252E-02
   -4.0000,    2.0000,  -12.5000, -0.10766387E-02,  0.00000000E+00,  0.28809252E-02
   -2.6667,   -2.0000,  -12.5000, -0.49095675E-02,  0.00000000E+00,  0.57454225E-02
   -2.6667,   -1.0000,  -12.5000, -0.49095675E-02,  0.00000000E+00,  0.57454225E-02
   -2.6667,    0.0000,  -12.5000, -0.49095675E-02,  0.00000000E+00,  0.57454225E-02
   -2.6667,    1.0000,  -12.5000, -0.49095675E-02,  0.00000000E+00,  0.57454225E-02
   -2.6667,    2.0000,  -12.5000, -0.49095675E-02,  0.00000000E+00,  0.57454225E-02
   -1.3333,   -2.0000,  -12.5000, -0.99500328E-02,  0.00000000E+00,  0.39157415E-02
   -1.3333,   -1.0000,  -12.5000, -0.99500328E-02,  0.00000000E+00,  0.39157415E-02
   -1.3333,    0.0000,  -12.5000, -0.99500328E-02,  0.00000000E+00,  0.39157415E-02
   -1.3333,    1.0000,  -12.5000, -0.99500328E-02,  0.00000000E+00,  0.39157415E-02
   -1.3333,    2.0000,  -12.5000, -0.99500328E-02,  0.00000000E+00,  0.39157415E-02
    0.0000,   -2.0000,  -12.5000, -0.11613046E-01,  0.00000000E+00, -0.57440256E-03
    0.0000,   -1.0000,  -12.5000, -0.11613046E-01,  0.00000000E+00, -0.57440256E-03
    0.0000,    0.0000,  -12.5000, -0.11613046E-01,  0.00000000E+00, -0.57440256E-03
    0.0000,    1.0000,  -12.5000, -0.11613046E-01,  0.00000000E+00, -0.57440256E-03
    0.0000,    2.0000,  -12.5000, -0.11613046E-01,  0.00000000E+00, -0.57440256E-03
    1.3333,   -2.0000,  -12.5000, -0.85936918E-02,  0.00000000E+00, -0.49668629E-02
    1.3333,   -1.0000,  -12.5000, -0.85936918E-02,  0.00000000E+00, -0.49668629E-02
    1.3333,    0.0000,  -12.5000, -0.85936918E-02,  0.00000000E+00, -0.49668629E-02
    1.3333,    1.0000,  -12.5000, -0.85936918E-02,  0.00000000E+00, -0.49668629E-02
    1.3333,    2.0000,  -12.5000, -0.85936918E-02,  0.00000000E+00, -0.49668629E-02
    2.6667,   -2.0000,  -12.5000, -0.30015289E-02,  0.00000000E+00, -0.58138186E-02
    2.6667,   -1.0000,  -12.5000, -0.30015289E-02,  0.00000000E+00, -0.58138186E-02
    2.6667,    0.0000,  -12.5000, -0.30015289E-02,  0.00000000E+00, -0.58138186E-02
    2.6667,    1.0000,  -12.5000, -0.30015289E-02,  0.00000000E+00, -0.58138186E-02
    2.6667,    2.0000,  -12.5000, -0.30015289E-02,  0.00000000E+00, -0.58138186E-02
    4.0000,   -2.0000,  -12.5000, -0.56485653E-03,  0.00000000E+00,  0.99618927E-03
    4.0000,   -1.0000,  -12.5000, -0.56485653E-03,  0.00000000E+00,  0.99618927E-03
    4.0000,    0.0000,  -12.5000, -0.56485653E-03,  0.00000000E+00,  0.99618927E-03
    4.0000,    1.0000,  -12.5000, -0.56485653E-03,  0.00000000E+00,  0.99618927E-03
