x_cm,y_cm,z_cm,bx_T,by_T,bz_T
    3.0000,    1.5000,  -10.0000, -0.42660794E-03, -0.91567311E-03, -0.35550803E-03
    3.0000,    3.0000,  -10.0000, -0.82770550E-03, -0.82770550E-03, -0.68620095E-03
   -3.0000,   -3.0000,   -7.5000,  0.14953708E-02,  0.14953708E-02, -0.12495857E-02
   -3.0000,   -1.5000,   -7.5000,  0.77548089E-03,  0.17009346E-02, -0.66696155E-03
   -3.0000,    0.0000,   -7.5000, -0.00000000E+00,  0.17762800E-02, -0.00000000E+00
   -3.0000,    1.5000,   -7.5000, -0.77548089E-03,  0.17009346E-02,  0.66696155E-03
   -3.0000,    3.0000,   -7.5000, -0.14953708E-02,  0.14953708E-02,  0.12495857E-02
   -1.5000,   -3.0000,   -7.5000,  0.17009346E-02,  0.77548089E-03, -0.66696155E-03
   -1.5000,   -1.5000,   -7.5000,  0.88737961E-03,  0.88737961E-03, -0.35724062E-03
   -1.5000,    0.0000,   -7.5000, -0.00000000E+00,  0.92841019E-03, -0.00000000E+00
   -1.5000,    1.5000,   -7.5000, -0.88737961E-03,  0.88737961E-03,  0.35724062E-03
   -1.5000,    3.0000,   -7.5000, -0.17009346E-02,  0.77548089E-03,  0.66696155E-03
    0.0000,   -3.0000,   -7.5000,  0.17762800E-02,  0.00000000E+00, -0.00000000E+00
    0.0000,   -1.5000,   -7.5000,  0.92841019E-03,  0.00000000E+00, -0.00000000E+00
    0.0000,    0.0000,   -7.5000, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
    0.0000,    1.5000,   -7.5000, -0.92841019E-03,  0.00000000E+00, -0.00000000E+00
    0.0000,    3.0000,   -7.5000, -0.17762800E-02,  0.00000000E+00, -0.00000000E+00
    1.5000,   -3.0000,   -7.5000,  0.17009346E-02, -0.77548089E-03,  0.66696155E-03
    1.5000,   -1.5000,   -7.5000,  0.88737961E-03, -0.88737961E-03,  0.35724062E-03
    1.5000,    0.0000,   -7.5000, -0.00000000E+00, -0.92841019E-03, -0.00000000E+00
    1.5000,    1.5000,   -7.5000, -0.88737961E-03, -0.88737961E-03, -0.35724062E-03
    1.5000,    3.0000,   -7.5000, -0.17009346E-02, -0.77548089E-03, -0.66696155E-03
    3.0000,   -3.0000,   -7.5000,  0.14953708E-02, -0.14953708E-02,  0.12495857E-02
    3.0000,   -1.5000,   -7.5000,  0.77548089E-03, -0.17009346E-02,  0.66696155E-03
    3.0000,    0.0000,   -7.5000, -0.00000000E+00, -0.17762800E-02, -0.00000000E+00
    3.0000,    1.5000,   -7.5000, -0.77548089E-03, -0.17009346E-02, -0.66696155E-03
    3.0000,    3.0000,   -7.5000, -0.14953708E-02, -0.14953708E-02, -0.12495857E-02
   -3.0000,   -3.0000,   -5.0000,  0.27004058E-02,  0.27004058E-02, -0.27245667E-02
   -3.0000,   -1.5000,   -5.0000,  0.14251706E-02,  0.32949909E-02, -0.15130518E-02
   -3.0000,    0.0000,   -5.0000, -0.00000000E+00,  0.35185840E-02, -0.00000000E+00
   -3.0000,    1.5000,   -5.0000, -0.14251706E-02,  0.32949909E-02,  0.15130518E-02
   -3.0000,    3.0000,   -5.0000, -0.27004058E-02,  0.27004058E-02,  0.27245667E-02
   -1.5000,   -3.0000,   -5.0000,  0.32949909E-02,  0.14251706E-02, -0.15130518E-02
   -1.5000,   -1.5000,   -5.0000,  0.17567601E-02,  0.17567601E-02, -0.83813818E-03
   -1.5000,    0.0000,   -5.0000, -0.00000000E+00,  0.18799567E-02, -0.00000000E+00
   -1.5000,    1.5000,   -5.0000, -0.17567601E-02,  0.17567601E-02,  0.83813818E-03
   -1.5000,    3.0000,   -5.0000, -0.32949909E-02,  0.14251706E-02,  0.15130518E-02
    0.0000,   -3.0000,   -5.0000,  0.35185840E-02,  0.00000000E+00, -0.00000000E+00
    0.0000,   -1.5000,   -5.0000,  0.18799567E-02,  0.00000000E+00, -0.00000000E+00
    0.0000,    0.0000,   -5.0000, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
    0.0000,    1.5000,   -5.0000, -0.18799567E-02,  0.00000000E+00, -0.00000000E+00
    0.0000,    3.0000,   -5.0000, -0.35185840E-02,  0.00000000E+00, -0.00000000E+00
    1.5000,   -3.0000,   -5.0000,  0.32949909E-02, -0.14251706E-02,  0.15130518E-02
    1.5000,   -1.5000,   -5.0000,  0.17567601E-02, -0.17567601E-02,  0.83813818E-03
    1.5000,    0.0000,   -5.0000, -0.00000000E+00, -0.18799567E-02, -0.00000000E+00
    1.5000,    1.5000,   -5.0000, -0.17567601E-02, -0.17567601E-02, -0.83813818E-03
    1.5000,    3.0000,   -5.0000, -0.32949909E-02, -0.14251706E-02, -0.15130518E-02
    3.0000,   -3.0000,   -5.0000,  0.27004058E-02, -0.27004058E-02,  0.27245667E-02
    3.0000,   -1.5000,   -5.0000,  0.14251706E-02, -0.32949909E-02,  0.15130518E-02
    3.0000,    0.0000,   -5.0000, -0.00000000E+00, -0.35185840E-02, -0.00000000E+00
    3.0000,    1.5000,   -5.0000, -0.14251706E-02, -0.32949909E-02, -0.15130518E-02
    3.0000,    3.0000,   -5.0000, -0.27004058E-02, -0.27004058E-02, -0.27245667E-02
   -3.0000,   -3.0000,   -2.5000,  0.53248350E-02,  0.53248350E-02, -0.72122758E-02
   -3.0000,   -1.5000,   -2.5000,  0.29327825E-02,  0.72959425E-02, -0.41789670E-02
   -3.0000,    0.0000,   -2.5000, -0.00000000E+00,  0.80133926E-02, -0.00000000E+00
   -3.0000,    1.5000,   -2.5000, -0.29327825E-02,  0.72959425E-02,  0.41789670E-02
   -3.0000,    3.0000,   -2.5000, -0.53248350E-02,  0.53248350E-02,  0.72122758E-02
   -1.5000,   -3.0000,   -2.5000,  0.72959425E-02,  0.29327825E-02, -0.41789670E-02
   -1.5000,   -1.5000,   -2.5000,  0.40039963E-02,  0.40039963E-02, -0.23348621E-02
