name,x_cm,y_cm,z_cm,bx_T,by_T,bz_T
Q5  ,    0.0000,   -1.9844,    0.0000,  0.11464031E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    0.0000,    0.0000, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    1.9844,    0.0000, -0.11464031E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    3.9688,    0.0000, -0.22351560E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    1.9844,   -3.9688,    0.0000,  0.21637691E-01, -0.10094190E-01,  0.11204775E-01
Q5  ,    1.9844,   -1.9844,    0.0000,  0.11193942E-01, -0.11193942E-01,  0.52226322E-02
Q5  ,    1.9844,    0.0000,    0.0000, -0.00000000E+00, -0.11464031E-01, -0.00000000E+00
Q5  ,    1.9844,    1.9844,    0.0000, -0.11193942E-01, -0.11193942E-01, -0.52226322E-02
Q5  ,    1.9844,    3.9688,    0.0000, -0.21637691E-01, -0.10094190E-01, -0.11204775E-01
Q5  ,    3.9688,   -3.9688,    0.0000,  0.18763610E-01, -0.18763610E-01,  0.24105761E-01
Q5  ,    3.9688,   -1.9844,    0.0000,  0.10094190E-01, -0.21637691E-01,  0.11204775E-01
Q5  ,    3.9688,    0.0000,    0.0000, -0.00000000E+00, -0.22351560E-01, -0.00000000E+00
Q5  ,    3.9688,    1.9844,    0.0000, -0.10094190E-01, -0.21637691E-01, -0.11204775E-01
Q5  ,    3.9688,    3.9688,    0.0000, -0.18763610E-01, -0.18763610E-01, -0.24105761E-01
Q5  ,   -3.9688,   -3.9688,    5.3394,  0.51725834E-01,  0.51725834E-01, -0.73744181E-02
Q5  ,   -3.9688,   -1.9844,    5.3394,  0.25312105E-01,  0.48739206E-01, -0.42336618E-02
Q5  ,   -3.9688,    0.0000,    5.3394, -0.00000000E+00,  0.47799718E-01, -0.00000000E+00
Q5  ,   -3.9688,    1.9844,    5.3394, -0.25312105E-01,  0.48739206E-01,  0.42336618E-02
Q5  ,   -3.9688,    3.9688,    5.3394, -0.51725834E-01,  0.51725834E-01,  0.73744181E-02
Q5  ,   -1.9844,   -3.9688,    5.3394,  0.48739206E-01,  0.25312105E-01, -0.42336618E-02
Q5  ,   -1.9844,   -1.9844,    5.3394,  0.23893322E-01,  0.23893322E-01, -0.23263197E-02
Q5  ,   -1.9844,    0.0000,    5.3394, -0.00000000E+00,  0.23452232E-01, -0.00000000E+00
Q5  ,   -1.9844,    1.9844,    5.3394, -0.23893322E-01,  0.23893322E-01,  0.23263197E-02
Q5  ,   -1.9844,    3.9688,    5.3394, -0.48739206E-01,  0.25312105E-01,  0.42336618E-02
Q5  ,    0.0000,   -3.9688,    5.3394,  0.47799718E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,   -1.9844,    5.3394,  0.23452232E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    0.0000,    5.3394, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    1.9844,    5.3394, -0.23452232E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    3.9688,    5.3394, -0.47799718E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    1.9844,   -3.9688,    5.3394,  0.48739206E-01, -0.25312105E-01,  0.42336618E-02
Q5  ,    1.9844,   -1.9844,    5.3394,  0.23893322E-01, -0.23893322E-01,  0.23263197E-02
Q5  ,    1.9844,    0.0000,    5.3394, -0.00000000E+00, -0.23452232E-01, -0.00000000E+00
Q5  ,    1.9844,    1.9844,    5.3394, -0.23893322E-01, -0.23893322E-01, -0.23263197E-02
Q5  ,    1.9844,    3.9688,    5.3394, -0.48739206E-01, -0.25312105E-01, -0.42336618E-02
Q5  ,    3.9688,   -3.9688,    5.3394,  0.51725834E-01, -0.51725834E-01,  0.73744181E-02
Q5  ,    3.9688,   -1.9844,    5.3394,  0.25312105E-01, -0.48739206E-01,  0.42336618E-02
Q5  ,    3.9688,    0.0000,    5.3394, -0.00000000E+00, -0.47799718E-01, -0.00000000E+00
Q5  ,    3.9688,    1.9844,    5.3394, -0.25312105E-01, -0.48739206E-01, -0.42336618E-02
Q5  ,    3.9688,    3.9688,    5.3394, -0.51725834E-01, -0.51725834E-01, -0.73744181E-02
Q5  ,   -3.9688,   -3.9688,   10.6788,  0.52127474E-01,  0.52127474E-01, -0.15520706E-03
Q5  ,   -3.9688,   -1.9844,   10.6788,  0.26055814E-01,  0.51959966E-01, -0.16734007E-03
Q5  ,   -3.9688,    0.0000,   10.6788, -0.00000000E+00,  0.51883074E-01, -0.00000000E+00
Q5  ,   -3.9688,    1.9844,   10.6788, -0.26055814E-01,  0.51959966E-01,  0.16734007E-03
Q5  ,   -3.9688,    3.9688,   10.6788, -0.52127474E-01,  0.52127474E-01,  0.15520706E-03
Q5  ,   -1.9844,   -3.9688,   10.6788,  0.51959966E-01,  0.26055814E-01, -0.16734007E-03
Q5  ,   -1.9844,   -1.9844,   10.6788,  0.25943676E-01,  0.25943676E-01, -0.13477134E-03
Q5  ,   -1.9844,    0.0000,   10.6788, -0.00000000E+00,  0.25895631E-01, -0.00000000E+00
Q5  ,   -1.9844,    1.9844,   10.6788, -0.25943676E-01,  0.25943676E-01,  0.13477134E-03
Q5  ,   -1.9844,    3.9688,   10.6788, -0.51959966E-01,  0.26055814E-01,  0.16734007E-03
Q5  ,    0.0000,   -3.9688,   10.6788,  0.51883074E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,   -1.9844,   10.6788,  0.25895631E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    0.0000,   10.6788, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    1.9844,   10.6788, -0.25895631E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    0.0000,    3.9688,   10.6788, -0.51883074E-01,  0.00000000E+00, -0.00000000E+00
Q5  ,    1.9844,   -3.9688,   10.6788,  0.51959966E-01, -0.26055814E-01,  0.16734007E-03
Q5  ,    1.9844,   -1.9844,   10.6788,  0.25943676E-01, -0.25943676E-01,  0.13477134E-03
Q5  ,    1.9844,    0.0000,   10.6788, -0.00000000E+00, -0.25895631E-01, -0.00000000E+00
Q5  ,    1.9844,    1.9844,   10.6788, -0.25943676E-01, -0.25943676E-01, -0.13477134E-03
Q5  ,    1.9844,    3.9688,   10.6788, -0.51959966E-01, -0.26055814E-01, -0.16734007E-03
Q5  ,    3.9688,   -3.9688,   10.6788,  0.52127474E-01, -0.52127474E-01,  0.15520706E-03
Q5  ,    3.9688,   -1.9844,   10.6788,  0.26055814E-01, -0.51959966E-01,  0.16734007E-03
Q5  ,    3.9688,    0.0000,   10.6788, -0.00000000E+00, -0.51883074E-01, -0.00000000E+00
Q5  ,    3.9688,    1.9844,   10.6788, -0.26055814E-01, -0.51959966E-01, -0.16734007E-03
Q5  ,    3.9688,    3.9688,   10.6788, -0.52127474E-01, -0.52127474E-01, -0.15520706E-03
Q5  ,   -3.9688,   -3.9688,   16.0182,  0.51999882E-01,  0.51999882E-01,  0.18258399E-05
Q5  ,   -3.9688,   -1.9844,   16.0182,  0.26000918E-01,  0.52000815E-01,  0.18547351E-06
Q5  ,   -3.9688,    0.0000,   16.0182,  0.00000000E+00,  0.52000245E-01,  0.00000000E+00
Q5  ,   -3.9688,    1.9844,   16.0182, -0.26000918E-01,  0.52000815E-01, -0.18547351E-06
Q5  ,   -3.9688,    3.9688,   16.0182, -0.51999882E-01,  0.51999882E-01, -0.18258399E-05
Q5  ,   -1.9844,   -3.9688,   16.0182,  0.52000815E-01,  0.26000918E-01,  0.18547351E-06
Q5  ,   -1.9844,   -1.9844,   16.0182,  0.26000276E-01,  0.26000276E-01, -0.80815098E-06
Q5  ,   -1.9844,    0.0000,   16.0182,  0.00000000E+00,  0.25999354E-01,  0.00000000E+00
Q5  ,   -1.9844,    1.9844,   16.0182, -0.26000276E-01,  0.26000276E-01,  0.80815098E-06
Q5  ,   -1.9844,    3.9688,   16.0182, -0.52000815E-01,  0.26000918E-01, -0.18547351E-06
Q5  ,    0.0000,   -3.9688,   16.0182,  0.52000245E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,   -1.9844,   16.0182,  0.25999354E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    0.0000,   16.0182,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    1.9844,   16.0182, -0.25999354E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    3.9688,   16.0182, -0.52000245E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    1.9844,   -3.9688,   16.0182,  0.52000815E-01, -0.26000918E-01, -0.18547351E-06
Q5  ,    1.9844,   -1.9844,   16.0182,  0.26000276E-01, -0.26000276E-01,  0.80815098E-06
Q5  ,    1.9844,    0.0000,   16.0182,  0.00000000E+00, -0.25999354E-01,  0.00000000E+00
Q5  ,    1.9844,    1.9844,   16.0182, -0.26000276E-01, -0.26000276E-01, -0.80815098E-06
Q5  ,    1.9844,    3.9688,   16.0182, -0.52000815E-01, -0.26000918E-01,  0.18547351E-06
Q5  ,    3.9688,   -3.9688,   16.0182,  0.51999882E-01, -0.51999882E-01, -0.18258399E-05
Q5  ,    3.9688,   -1.9844,   16.0182,  0.26000918E-01, -0.52000815E-01, -0.18547351E-06
Q5  ,    3.9688,    0.0000,   16.0182,  0.00000000E+00, -0.52000245E-01,  0.00000000E+00
Q5  ,    3.9688,    1.9844,   16.0182, -0.26000918E-01, -0.52000815E-01,  0.18547351E-06
Q5  ,    3.9688,    3.9688,   16.0182, -0.51999882E-01, -0.51999882E-01,  0.18258399E-05
Q5  ,   -3.9688,   -3.9688,   21.3576,  0.52058692E-01,  0.52058692E-01,  0.25042882E-04
Q5  ,   -3.9688,   -1.9844,   21.3576,  0.26030047E-01,  0.51998560E-01,  0.52245352E-04
Q5  ,   -3.9688,    0.0000,   21.3576,  0.00000000E+00,  0.51967204E-01,  0.00000000E+00
Q5  ,   -3.9688,    1.9844,   21.3576, -0.26030047E-01,  0.51998560E-01, -0.52245352E-04
Q5  ,   -3.9688,    3.9688,   21.3576, -0.52058692E-01,  0.52058692E-01, -0.25042882E-04
Q5  ,   -1.9844,   -3.9688,   21.3576,  0.51998560E-01,  0.26030047E-01,  0.52245352E-04
Q5  ,   -1.9844,   -1.9844,   21.3576,  0.25984839E-01,  0.25984839E-01,  0.50847276E-04
Q5  ,   -1.9844,    0.0000,   21.3576,  0.00000000E+00,  0.25963680E-01,  0.00000000E+00
Q5  ,   -1.9844,    1.9844,   21.3576, -0.25984839E-01,  0.25984839E-01, -0.50847276E-04
Q5  ,   -1.9844,    3.9688,   21.3576, -0.51998560E-01,  0.26030047E-01, -0.52245352E-04
Q5  ,    0.0000,   -3.9688,   21.3576,  0.51967204E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,   -1.9844,   21.3576,  0.25963680E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    0.0000,   21.3576,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    1.9844,   21.3576, -0.25963680E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    3.9688,   21.3576, -0.51967204E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    1.9844,   -3.9688,   21.3576,  0.51998560E-01, -0.26030047E-01, -0.52245352E-04
Q5  ,    1.9844,   -1.9844,   21.3576,  0.25984839E-01, -0.25984839E-01, -0.50847276E-04
Q5  ,    1.9844,    0.0000,   21.3576,  0.00000000E+00, -0.25963680E-01,  0.00000000E+00
Q5  ,    1.9844,    1.9844,   21.3576, -0.25984839E-01, -0.25984839E-01,  0.50847276E-04
Q5  ,    1.9844,    3.9688,   21.3576, -0.51998560E-01, -0.26030047E-01,  0.52245352E-04
Q5  ,    3.9688,   -3.9688,   21.3576,  0.52058692E-01, -0.52058692E-01, -0.25042882E-04
Q5  ,    3.9688,   -1.9844,   21.3576,  0.26030047E-01, -0.51998560E-01, -0.52245352E-04
Q5  ,    3.9688,    0.0000,   21.3576,  0.00000000E+00, -0.51967204E-01,  0.00000000E+00
Q5  ,    3.9688,    1.9844,   21.3576, -0.26030047E-01, -0.51998560E-01,  0.52245352E-04
Q5  ,    3.9688,    3.9688,   21.3576, -0.52058692E-01, -0.52058692E-01,  0.25042882E-04
Q5  ,   -3.9688,   -3.9688,   26.6970,  0.52249588E-01,  0.52249588E-01,  0.33009281E-02
Q5  ,   -3.9688,   -1.9844,   26.6970,  0.25887498E-01,  0.50600363E-01,  0.21645882E-02
Q5  ,   -3.9688,    0.0000,   26.6970,  0.00000000E+00,  0.50011566E-01,  0.00000000E+00
Q5  ,   -3.9688,    1.9844,   26.6970, -0.25887498E-01,  0.50600363E-01, -0.21645882E-02
Q5  ,   -3.9688,    3.9688,   26.6970, -0.52249588E-01,  0.52249588E-01, -0.33009281E-02
Q5  ,   -1.9844,   -3.9688,   26.6970,  0.50600363E-01,  0.25887498E-01,  0.21645882E-02
Q5  ,   -1.9844,   -1.9844,   26.6970,  0.25007612E-01,  0.25007612E-01,  0.13059824E-02
Q5  ,   -1.9844,    0.0000,   26.6970,  0.00000000E+00,  0.24703285E-01,  0.00000000E+00
Q5  ,   -1.9844,    1.9844,   26.6970, -0.25007612E-01,  0.25007612E-01, -0.13059824E-02
Q5  ,   -1.9844,    3.9688,   26.6970, -0.50600363E-01,  0.25887498E-01, -0.21645882E-02
Q5  ,    0.0000,   -3.9688,   26.6970,  0.50011566E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,   -1.9844,   26.6970,  0.24703285E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    0.0000,   26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    1.9844,   26.6970, -0.24703285E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    0.0000,    3.9688,   26.6970, -0.50011566E-01,  0.00000000E+00,  0.00000000E+00
Q5  ,    1.9844,   -3.9688,   26.6970,  0.50600363E-01, -0.25887498E-01, -0.21645882E-02
Q5  ,    1.9844,   -1.9844,   26.6970,  0.25007612E-01, -0.25007612E-01, -0.13059824E-02
Q5  ,    1.9844,    0.0000,   26.6970,  0.00000000E+00, -0.24703285E-01,  0.00000000E+00
Q5  ,    1.9844,    1.9844,   26.6970, -0.25007612E-01, -0.25007612E-01,  0.13059824E-02
Q5  ,    1.9844,    3.9688,   26.6970, -0.50600363E-01, -0.25887498E-01,  0.21645882E-02
Q5  ,    3.9688,   -3.9688,   26.6970,  0.52249588E-01, -0.52249588E-01, -0.33009281E-02
Q5  ,    3.9688,   -1.9844,   26.6970,  0.25887498E-01, -0.50600363E-01, -0.21645882E-02
Q5  ,    3.9688,    0.0000,   26.6970,  0.00000000E+00, -0.50011566E-01,  0.00000000E+00
Q5  ,    3.9688,    1.9844,   26.6970, -0.25887498E-01, -0.50600363E-01,  0.21645882E-02
Q5  ,    3.9688,    3.9688,   26.6970, -0.52249588E-01, -0.52249588E-01,  0.33009281E-02
Q6  ,   -3.9688,   -3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -3.9688,   -1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -3.9688,    0.0000,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -3.9688,    1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -3.9688,    3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -1.9844,   -3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -1.9844,   -1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -1.9844,    0.0000,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -1.9844,    1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -1.9844,    3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    0.0000,   -3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    0.0000,   -1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    0.0000,    0.0000,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    0.0000,    1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    0.0000,    3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    1.9844,   -3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    1.9844,   -1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    1.9844,    0.0000,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    1.9844,    1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    1.9844,    3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    3.9688,   -3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    3.9688,   -1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    3.9688,    0.0000,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    3.9688,    1.9844,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,    3.9688,    3.9688,  -26.6970,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
Q6  ,   -3.9688,   -3.9688,  -21.3576, -0.57352881E-04, -0.57352881E-04,  0.15623399E-03
Q6  ,   -3.9688,   -1.9844,  -21.3576, -0.32764651E-04, -0.80029964E-04,  0.74987092E-04
Q6  ,   -3.9688,    0.0000,  -21.3576, -0.00000000E+00, -0.87265010E-04, -0.00000000E+00
Q6  ,   -3.9688,    1.9844,  -21.3576,  0.32764651E-04, -0.80029964E-04, -0.74987092E-04
Q6  ,   -3.9688,    3.9688,  -21.3576,  0.57352881E-04, -0.57352881E-04, -0.15623399E-03
Q6  ,   -1.9844,   -3.9688,  -21.3576, -0.80029964E-04, -0.32764651E-04,  0.74987092E-04
Q6  ,   -1.9844,   -1.9844,  -21.3576, -0.43660878E-04, -0.43660878E-04,  0.36274472E-04
Q6  ,   -1.9844,    0.0000,  -21.3576, -0.00000000E+00, -0.47147429E-04, -0.00000000E+00
Q6  ,   -1.9844,    1.9844,  -21.3576,  0.43660878E-04, -0.43660878E-04, -0.36274472E-04
Q6  ,   -1.9844,    3.9688,  -21.3576,  0.80029964E-04, -0.32764651E-04, -0.74987092E-04
Q6  ,    0.0000,   -3.9688,  -21.3576, -0.87265010E-04,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,   -1.9844,  -21.3576, -0.47147429E-04,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    0.0000,  -21.3576, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    1.9844,  -21.3576,  0.47147429E-04,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    3.9688,  -21.3576,  0.87265010E-04,  0.00000000E+00, -0.00000000E+00
Q6  ,    1.9844,   -3.9688,  -21.3576, -0.80029964E-04,  0.32764651E-04, -0.74987092E-04
Q6  ,    1.9844,   -1.9844,  -21.3576, -0.43660878E-04,  0.43660878E-04, -0.36274472E-04
Q6  ,    1.9844,    0.0000,  -21.3576, -0.00000000E+00,  0.47147429E-04, -0.00000000E+00
Q6  ,    1.9844,    1.9844,  -21.3576,  0.43660878E-04,  0.43660878E-04,  0.36274472E-04
Q6  ,    1.9844,    3.9688,  -21.3576,  0.80029964E-04,  0.32764651E-04,  0.74987092E-04
Q6  ,    3.9688,   -3.9688,  -21.3576, -0.57352881E-04,  0.57352881E-04, -0.15623399E-03
Q6  ,    3.9688,   -1.9844,  -21.3576, -0.32764651E-04,  0.80029964E-04, -0.74987092E-04
Q6  ,    3.9688,    0.0000,  -21.3576, -0.00000000E+00,  0.87265010E-04, -0.00000000E+00
Q6  ,    3.9688,    1.9844,  -21.3576,  0.32764651E-04,  0.80029964E-04,  0.74987092E-04
Q6  ,    3.9688,    3.9688,  -21.3576,  0.57352881E-04,  0.57352881E-04,  0.15623399E-03
Q6  ,   -3.9688,   -3.9688,  -16.0182, -0.33742558E-03, -0.33742558E-03,  0.24304959E-03
Q6  ,   -3.9688,   -1.9844,  -16.0182, -0.17079438E-03, -0.35489793E-03,  0.12604078E-03
Q6  ,   -3.9688,    0.0000,  -16.0182, -0.00000000E+00, -0.36159726E-03, -0.00000000E+00
Q6  ,   -3.9688,    1.9844,  -16.0182,  0.17079438E-03, -0.35489793E-03, -0.12604078E-03
Q6  ,   -3.9688,    3.9688,  -16.0182,  0.33742558E-03, -0.33742558E-03, -0.24304959E-03
Q6  ,   -1.9844,   -3.9688,  -16.0182, -0.35489793E-03, -0.17079438E-03,  0.12604078E-03
Q6  ,   -1.9844,   -1.9844,  -16.0182, -0.18070680E-03, -0.18070680E-03,  0.65392986E-04
Q6  ,   -1.9844,    0.0000,  -16.0182, -0.00000000E+00, -0.18446617E-03, -0.00000000E+00
Q6  ,   -1.9844,    1.9844,  -16.0182,  0.18070680E-03, -0.18070680E-03, -0.65392986E-04
Q6  ,   -1.9844,    3.9688,  -16.0182,  0.35489793E-03, -0.17079438E-03, -0.12604078E-03
Q6  ,    0.0000,   -3.9688,  -16.0182, -0.36159726E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,   -1.9844,  -16.0182, -0.18446617E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    0.0000,  -16.0182, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    1.9844,  -16.0182,  0.18446617E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    3.9688,  -16.0182,  0.36159726E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    1.9844,   -3.9688,  -16.0182, -0.35489793E-03,  0.17079438E-03, -0.12604078E-03
Q6  ,    1.9844,   -1.9844,  -16.0182, -0.18070680E-03,  0.18070680E-03, -0.65392986E-04
Q6  ,    1.9844,    0.0000,  -16.0182, -0.00000000E+00,  0.18446617E-03, -0.00000000E+00
Q6  ,    1.9844,    1.9844,  -16.0182,  0.18070680E-03,  0.18070680E-03,  0.65392986E-04
Q6  ,    1.9844,    3.9688,  -16.0182,  0.35489793E-03,  0.17079438E-03,  0.12604078E-03
Q6  ,    3.9688,   -3.9688,  -16.0182, -0.33742558E-03,  0.33742558E-03, -0.24304959E-03
Q6  ,    3.9688,   -1.9844,  -16.0182, -0.17079438E-03,  0.35489793E-03, -0.12604078E-03
Q6  ,    3.9688,    0.0000,  -16.0182, -0.00000000E+00,  0.36159726E-03, -0.00000000E+00
Q6  ,    3.9688,    1.9844,  -16.0182,  0.17079438E-03,  0.35489793E-03,  0.12604078E-03
Q6  ,    3.9688,    3.9688,  -16.0182,  0.33742558E-03,  0.33742558E-03,  0.24304959E-03
Q6  ,   -3.9688,   -3.9688,  -10.6788, -0.74824380E-03, -0.74824380E-03,  0.60175444E-03
Q6  ,   -3.9688,   -1.9844,  -10.6788, -0.38988885E-03, -0.86242560E-03,  0.32598046E-03
Q6  ,   -3.9688,    0.0000,  -10.6788, -0.00000000E+00, -0.90392723E-03, -0.00000000E+00
Q6  ,   -3.9688,    1.9844,  -10.6788,  0.38988885E-03, -0.86242560E-03, -0.32598046E-03
Q6  ,   -3.9688,    3.9688,  -10.6788,  0.74824380E-03, -0.74824380E-03, -0.60175444E-03
Q6  ,   -1.9844,   -3.9688,  -10.6788, -0.86242560E-03, -0.38988885E-03,  0.32598046E-03
Q6  ,   -1.9844,   -1.9844,  -10.6788, -0.45159472E-03, -0.45159472E-03,  0.17663527E-03
Q6  ,   -1.9844,    0.0000,  -10.6788, -0.00000000E+00, -0.47398529E-03, -0.00000000E+00
Q6  ,   -1.9844,    1.9844,  -10.6788,  0.45159472E-03, -0.45159472E-03, -0.17663527E-03
Q6  ,   -1.9844,    3.9688,  -10.6788,  0.86242560E-03, -0.38988885E-03, -0.32598046E-03
Q6  ,    0.0000,   -3.9688,  -10.6788, -0.90392723E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,   -1.9844,  -10.6788, -0.47398529E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    0.0000,  -10.6788, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    1.9844,  -10.6788,  0.47398529E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    3.9688,  -10.6788,  0.90392723E-03,  0.00000000E+00, -0.00000000E+00
Q6  ,    1.9844,   -3.9688,  -10.6788, -0.86242560E-03,  0.38988885E-03, -0.32598046E-03
Q6  ,    1.9844,   -1.9844,  -10.6788, -0.45159472E-03,  0.45159472E-03, -0.17663527E-03
Q6  ,    1.9844,    0.0000,  -10.6788, -0.00000000E+00,  0.47398529E-03, -0.00000000E+00
Q6  ,    1.9844,    1.9844,  -10.6788,  0.45159472E-03,  0.45159472E-03,  0.17663527E-03
Q6  ,    1.9844,    3.9688,  -10.6788,  0.86242560E-03,  0.38988885E-03,  0.32598046E-03
Q6  ,    3.9688,   -3.9688,  -10.6788, -0.74824380E-03,  0.74824380E-03, -0.60175444E-03
Q6  ,    3.9688,   -1.9844,  -10.6788, -0.38988885E-03,  0.86242560E-03, -0.32598046E-03
Q6  ,    3.9688,    0.0000,  -10.6788, -0.00000000E+00,  0.90392723E-03, -0.00000000E+00
Q6  ,    3.9688,    1.9844,  -10.6788,  0.38988885E-03,  0.86242560E-03,  0.32598046E-03
Q6  ,    3.9688,    3.9688,  -10.6788,  0.74824380E-03,  0.74824380E-03,  0.60175444E-03
Q6  ,   -3.9688,   -3.9688,   -5.3394, -0.20907136E-02, -0.20907136E-02,  0.26122436E-02
Q6  ,   -3.9688,   -1.9844,   -5.3394, -0.11361386E-02, -0.27219901E-02,  0.14514387E-02
Q6  ,   -3.9688,    0.0000,   -5.3394, -0.00000000E+00, -0.29475050E-02, -0.00000000E+00
Q6  ,   -3.9688,    1.9844,   -5.3394,  0.11361386E-02, -0.27219901E-02, -0.14514387E-02
Q6  ,   -3.9688,    3.9688,   -5.3394,  0.20907136E-02, -0.20907136E-02, -0.26122436E-02
Q6  ,   -1.9844,   -3.9688,   -5.3394, -0.27219901E-02, -0.11361386E-02,  0.14514387E-02
Q6  ,   -1.9844,   -1.9844,   -5.3394, -0.14726664E-02, -0.14726664E-02,  0.79434642E-03
Q6  ,   -1.9844,    0.0000,   -5.3394, -0.00000000E+00, -0.15906574E-02, -0.00000000E+00
Q6  ,   -1.9844,    1.9844,   -5.3394,  0.14726664E-02, -0.14726664E-02, -0.79434642E-03
Q6  ,   -1.9844,    3.9688,   -5.3394,  0.27219901E-02, -0.11361386E-02, -0.14514387E-02
Q6  ,    0.0000,   -3.9688,   -5.3394, -0.29475050E-02,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,   -1.9844,   -5.3394, -0.15906574E-02,  0.00000000E+00, -0.00000000E+00
Q6  ,    0.0000,    0.0000,   -5.3394, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
