theta_mrad,x_mslt_cm,x_fslt_cm
-12.4177,-0.11160,0.23650
-0.3966,-0.00044,0.33153
8.3329,0.00056,0.27130
4.4736,-0.11585,-0.02434
6.4602,-0.12124,0.15405
8.3537,-0.00960,0.35413
14.2592,-0.07812,0.27848
-7.8903,-0.14104,0.07011
3.1703,0.01239,0.16783
-0.4903,-0.00259,0.30953
-13.5480,-0.07553,-0.00553
-0.0505,0.08357,0.39094
-2.2412,-0.05234,0.24440
-1.9768,-0.11471,-0.02410
-2.1691,-0.05906,-0.09964
6.6526,0.00708,0.17585
-18.2349,-0.08304,0.21840
-8.9372,-0.01139,0.23919
-5.0664,0.01972,0.40005
-14.7302,0.02726,0.41842
13.3721,-0.02491,0.19469
3.2899,-0.01433,0.19077
0.0714,-0.02755,0.10353
9.8861,0.01501,0.32595
-13.7176,-0.09162,0.19452
-13.8913,-0.16896,-0.06410
0.4003,nan,nan
-2.9600,-0.06371,0.24220
2.1779,0.10633,0.48225
-13.9048,-0.03372,0.33450
-8.0023,0.03728,0.47511
0.9412,0.00334,0.45075
-3.7199,0.01156,0.27957
-8.7598,-0.02488,-0.01196
-19.7994,-0.19086,-0.06534
-2.3111,0.15450,0.62637
6.7287,-0.01025,0.28526
10.6084,-0.08591,0.18509
-9.8761,-0.12769,0.18343
11.5739,0.06570,0.49790
13.0300,nan,nan
12.3533,-0.00416,0.31265
5.5454,0.07106,0.44062
-0.2932,-0.04804,0.38683
-6.2665,-0.07870,0.30713
-2.1925,-0.05865,0.28968
-5.9153,0.06339,0.45081
5.5580,0.04672,0.37858
0.5776,-0.13809,-0.03045
16.2349,-0.03521,0.30853
-9.5648,-0.02263,0.31330
-5.0315,-0.05943,0.24310
7.6530,-0.11600,0.11556
6.9749,0.05425,0.43552
-14.7317,-0.00630,0.32411
-11.1309,-0.11768,-0.05187
4.0468,-0.14022,-0.05759
11.2740,-0.05048,0.30080
12.7649,nan,nan
12.4122,nan,nan
-4.4503,nan,nan
13.9510,-0.03139,0.35514
15.1486,-0.12203,0.19372
-5.3375,-0.11552,0.13419
15.2577,-0.07029,0.30546
6.2184,-0.01392,0.30450
3.9077,-0.03266,0.27985
7.0265,nan,nan
-14.4905,-0.14151,0.11734
-8.4125,0.07262,0.46345
-3.4754,0.06670,0.45836
-3.4579,-0.18950,-0.00444
7.4555,0.10330,0.50450
-8.7181,-0.04399,0.21498
-4.5502,0.11766,0.64740
-12.7433,-0.14402,-0.03545
-19.1603,-0.11521,0.16165
4.8303,0.24721,0.66716
8.7908,-0.11813,0.10866
-10.1062,-0.04423,0.09684
0.3685,0.07291,0.42194
6.5453,nan,nan
15.7584,-0.05564,0.29173
-2.8168,-0.07967,0.14344
-2.8688,-0.07604,-0.05094
0.4417,-0.04067,0.38606
-7.3711,-0.03410,0.28818
-3.0445,-0.02370,-0.02051
1.4572,0.10021,0.55460
1.9203,-0.02428,0.25315
2.2271,0.08564,0.43548
14.0939,nan,nan
10.4938,-0.16680,-0.17883
-5.7440,-0.02210,0.26544
7.2807,nan,nan
2.7783,nan,nan
-8.6055,0.04596,0.19081
12.1604,0.01951,0.19700
6.6012,-0.11925,0.13334
-6.4115,0.03469,0.46383
0.6509,-0.00276,0.33759
1.7125,-0.08887,0.06906
-1.9046,-0.13185,-0.15994
-5.9527,-0.09100,0.21187
2.4025,0.06573,0.41788
-6.1063,-0.12503,-0.16695
-14.9539,-0.13201,0.12014
-4.7819,-0.10596,0.08366
-17.8758,-0.07675,0.20931
-12.4942,0.01538,0.24457
3.5079,0.10281,0.47012
10.4695,-0.06880,0.13564
7.3091,0.01874,0.28262
6.3863,0.03162,0.24313
9.1871,0.08860,0.39897
-12.9594,-0.09556,0.20930
4.4891,0.05752,0.36683
11.4529,nan,nan
3.3141,0.03666,0.38370
4.7602,-0.09231,0.22546
8.5027,0.04682,0.49609
11.1568,0.15116,0.57641
10.9417,-0.13512,0.17737
4.4346,nan,nan
-14.5824,nan,nan
-5.7921,-0.12685,-0.06852
-12.2461,-0.02776,0.16943
-3.0265,-0.00552,0.42134
5.7457,-0.03425,0.23902
15.5830,nan,nan
-2.6418,-0.04754,0.29582
4.9173,nan,nan
-13.1290,-0.10786,0.21138
-11.1270,-0.23957,-0.21155
0.9115,-0.01847,0.16892
9.7553,nan,nan
9.4495,-0.08607,nan
7.6327,0.10598,0.40074
-3.6373,0.03810,0.38509
5.1052,-0.02618,0.33966
0.1544,-0.05386,0.21500
-9.9503,-0.02599,0.29027
-11.8528,-0.04772,0.32997
10.6342,-0.11393,0.08378
10.5749,nan,nan
-0.1805,0.00630,0.39474
4.0156,0.05436,0.09956
-3.4016,-0.06976,0.15994
-12.7598,-0.04865,0.24314
-6.4849,0.03488,0.16021
15.5120,0.02195,0.42201
-4.5204,-0.19428,-0.14565
9.1509,0.01590,0.38095
1.0430,0.07940,0.35273
6.6591,0.11273,0.54420
-2.9121,-0.05337,0.28337
18.6374,nan,nan
-17.1678,-0.18729,0.02040
-15.2770,-0.07551,0.03565
12.4475,0.00378,0.38307
4.8045,nan,nan
-6.3744,-0.20565,-0.25932
16.0258,nan,nan
11.8704,nan,nan
1.4213,0.09368,0.53387
16.1666,-0.01641,0.39701
-3.6089,0.06255,0.17962
-2.3410,0.00374,0.32637
-4.8093,nan,nan
12.3358,-0.09403,0.01760
-12.5467,0.01462,0.27435
-13.5858,-0.06798,-0.03962
-5.2936,0.03567,0.46150
-8.8250,0.04939,0.24196
-10.6348,nan,nan
-10.4517,-0.01637,0.35685
8.3156,nan,nan
-5.6863,-0.05156,0.32577
7.6211,0.08071,0.51232
11.7567,nan,nan
5.5661,0.04417,0.45143
15.1515,nan,nan
-3.3882,-0.02314,0.30142
0.8094,0.14753,0.50900
-7.5393,-0.11111,0.07412
-6.5840,-0.13899,0.07560
-2.3466,-0.09196,0.07337
11.7480,0.03101,0.41936
2.5301,-0.00091,0.06335
-12.1682,-0.05843,0.22437
10.1417,0.07338,0.25659
-19.8784,-0.10423,0.15720
-10.6414,0.11959,0.54875
-2.0826,-0.01571,0.29327
-3.1353,-0.12716,0.10970
10.2095,nan,nan
-2.7974,0.01210,0.30212
-15.0432,-0.09972,0.24105
-7.9364,-0.05873,0.31995
-8.8012,0.08523,0.49424
9.0296,-0.03268,0.08021
10.3350,-0.12110,0.24179
9.7980,-0.10282,0.19836
18.4425,nan,nan
-4.6784,-0.06121,0.33414
1.7288,0.03839,0.38946
2.7580,-0.06067,0.24704
-10.7264,-0.07216,0.26743
2.5244,0.10090,0.49854
10.0643,0.07045,0.43777
6.7832,-0.06056,0.20725
-4.0721,-0.00693,0.35392
-1.1641,0.00834,0.32553
-10.8220,-0.12566,0.04340
1.0005,0.00761,0.27366
-6.2083,0.00930,0.30127
-7.4137,-0.16796,-0.13918
8.6556,-0.12428,0.17507
-11.3345,-0.27566,-0.14669
3.3698,nan,nan
6.2323,-0.06803,0.05315
2.8993,-0.04521,0.27727
8.8384,0.02381,0.37953
-3.3409,0.13870,0.52390
11.9075,0.01974,0.44135
12.7379,0.04030,2.78963
9.0508,-0.08218,0.30041
-7.1564,-0.19296,-0.23712
-1.2718,-0.19558,0.02083
1.4362,-0.11441,0.13120
-12.7336,-0.19617,-0.08447
-9.8328,-0.03886,0.26951
-1.1469,-0.03582,0.24700
16.1422,0.17849,0.70333
-12.0710,-0.01334,0.08219
7.0978,0.04417,0.35335
4.6891,0.01338,0.14708
9.1143,0.08007,0.32449
-2.0629,-0.01718,0.28558
4.9972,-0.00547,0.00202
-6.3125,-0.04001,0.29954
3.8493,-0.07990,0.20402
-0.1146,-0.16864,-0.03813
-16.9604,-0.27091,-0.13813
8.8168,0.02731,0.14087
-1.4011,-0.00895,0.42499
-8.5454,0.00912,0.34761
-2.7008,0.15471,0.51573
12.3139,nan,nan
-16.1763,-0.00696,0.16402
-5.1392,nan,nan
-7.5581,-0.09568,-0.13829
-6.4765,0.11204,0.30907
6.8996,0.02872,0.35203
-1.1172,-0.03304,0.27469
-4.6902,-0.08817,0.20296
-3.1176,0.03678,0.19432
9.6624,-0.03966,0.28664
-11.2967,-0.25745,-0.23332
-10.1778,0.04031,0.36066
1.6550,0.01897,0.16379
1.5434,-0.10324,0.18778
6.9996,0.02576,0.39074
-6.4067,-0.17970,0.02455
-10.5526,nan,nan
10.7053,-0.13197,0.22439
7.1259,0.11073,0.36330
4.9808,-0.01286,0.43913
10.6352,nan,nan
13.0638,nan,nan
1.8995,0.00788,0.37116
-20.8452,-0.09843,-0.04805
2.0379,0.16500,0.57662
11.9807,0.08326,0.49764
1.3199,0.12499,0.51782
2.2587,-0.01508,0.27808
0.4095,-0.07301,0.19164
9.3487,-0.09644,0.25491
-2.4729,0.04547,0.39890
5.8897,0.01394,0.43107
14.4780,0.02696,0.41739
6.6054,-0.01782,0.30358
8.9371,-0.02739,0.38151
-6.0001,0.10956,0.57492
7.8320,-0.04644,-0.00831
-9.1676,-0.10449,0.07264
-14.3080,-0.01068,0.37096
-14.4492,-0.19374,0.08891
9.1514,-0.15071,0.13111
8.5587,-0.00486,0.33256
4.2047,0.06870,0.22364
14.2532,nan,nan
9.9840,-0.02048,0.15467
-16.0048,-0.07015,0.24139
17.1916,nan,nan
-6.9369,-0.05608,0.35542
-0.3935,0.21533,0.62420
4.4556,-0.02585,0.22234
-9.1960,-0.05898,0.34911
0.5424,0.05901,0.43834
-16.9464,-0.26288,-0.22179
1.7040,-0.13733,0.11540
14.5911,-0.05495,0.19620
-6.6896,-0.05383,-0.01977
4.5514,0.00226,0.11962
-10.9627,0.04542,0.43542
21.2579,nan,nan
0.1756,-0.10139,0.16404
12.7191,0.13053,0.55525
-5.8438,0.03306,0.36554
-7.4113,-0.12994,0.05347
-7.4913,-0.00811,0.30106
-6.9733,-0.09586,0.17930
3.6260,-0.11952,0.08703
1.5375,-0.01295,0.24787
2.0681,0.11447,0.39279
8.2947,-0.07704,0.23389
19.6082,0.02677,0.46092
-17.4827,-0.13959,0.10106
3.8534,0.06473,0.14106
-14.9126,0.01721,0.38580
8.8372,0.05049,0.35048
0.8972,-0.06824,0.19353
4.5123,0.08564,0.43037
-4.0666,-0.09963,0.17749
0.9879,0.00729,0.38684
-12.9815,-0.01177,0.27916
-11.3438,-0.11306,0.18004
-15.9241,-0.09419,0.20480
4.3676,-0.12145,0.11415
-2.9581,-0.01968,0.31168
1.4940,-0.01995,0.27837
11.1453,0.06692,0.48129
0.4897,-0.14212,-0.22249
-18.4851,-0.04881,0.25556
-1.0378,-0.24929,-0.07344
3.5685,-0.07146,0.13909
-3.5586,-0.05559,0.31221
-3.2844,0.08330,0.45055
17.6073,nan,nan
-3.2035,-0.17060,-0.01114
-0.3052,nan,nan
10.2429,0.03467,0.42565
13.7335,nan,nan
13.8615,0.09670,0.55137
-6.1196,-0.06332,0.20064
6.9392,nan,nan
-13.7035,-0.09550,0.24756
-8.1023,-0.22348,-0.28289
-9.7498,-0.00591,0.12847
-4.6522,-0.15275,0.08493
0.8930,-0.03775,0.13889
-12.3406,-0.19394,-0.06602
-6.1660,0.00614,0.31141
-1.2173,-0.04553,0.26334
0.7388,-0.03682,0.27549
5.0946,0.02569,0.43575
19.3635,nan,nan
12.3239,0.02085,0.41385
11.4950,-0.14465,0.15434
-8.5436,-0.10261,-0.00402
-1.1305,0.01636,0.31963
4.9170,-0.25277,-0.37317
3.7444,0.03949,0.22523
-13.1997,-0.16386,0.09336
14.3025,-0.08161,0.09092
2.5671,0.07942,0.43523
-8.5406,0.08989,0.43977
-13.8672,0.04421,0.39561
-12.3435,0.05872,0.45542
15.6269,0.01653,0.43983
5.8138,0.18806,0.58297
-12.6296,-0.13798,0.02822
-16.4438,-0.09272,0.01056
-11.5854,-0.04736,0.26996
-9.9729,-0.03170,0.20856
5.6272,-0.03125,0.27469
-2.6381,-0.05709,0.27877
0.5600,-0.10357,0.11561
1.4007,-0.09906,0.13817
-11.0652,-0.09275,0.23367
-2.3767,0.02659,0.29784
-4.2294,-0.07196,0.15127
-1.0680,-0.10145,-0.08441
-15.5635,-0.16567,0.07163
6.2756,-0.15792,-0.07122
17.2138,nan,nan
12.1302,nan,nan
-13.8450,-0.14538,-0.09131
-0.5776,-0.08979,0.05217
-5.4804,0.00808,0.38241
-5.6435,-0.05500,0.18913
-4.0621,-0.15551,0.03193
5.2916,-0.13155,-0.13084
3.6842,0.03133,0.36623
-7.6943,0.05321,0.46047
8.7223,-0.03712,0.11352
-17.7952,-0.18786,-0.07236
9.7121,-0.14472,0.09697
-14.5010,-0.06673,0.18816
-5.5999,-0.12718,0.13407
6.6044,nan,nan
13.1396,-0.03275,0.33773
13.7879,-0.16320,0.01113
5.9544,0.07381,0.33073
-3.2751,0.07852,0.35104
-1.7108,-0.20091,-0.22807
-1.8439,0.08663,0.43426
5.7465,-0.05117,0.00737
2.8807,0.02587,0.37946
-9.4253,-0.16476,0.12431
1.3111,0.04982,0.39413
-0.7761,-0.04749,0.04254
-0.6870,-0.00444,0.21661
8.3718,nan,nan
-10.6974,-0.02951,0.31831
-1.3952,-0.09502,0.21816
8.9720,-0.04721,0.27835
-16.9862,0.02279,0.41816
-11.8697,-0.13946,-0.08525
7.9272,-0.10292,0.09451
-1.7060,-0.10421,-0.00919
5.1656,-0.01283,0.29828
6.7747,-0.12124,-0.11630
-11.4714,-0.12301,0.15509
11.0513,nan,nan
-3.9935,-0.31378,-0.45133
-4.1873,-0.01063,0.37328
-11.4509,0.07340,0.33477
11.3876,nan,nan
2.8746,0.06390,0.34671
-5.9162,-0.11934,0.17477
2.7919,0.03069,0.50797
-8.8123,-0.08883,-0.01070
5.5018,nan,nan
16.8902,-0.08855,0.28643
-12.8152,0.12743,0.60676
14.6432,nan,nan
4.5869,-0.05210,0.23979
-13.0339,-0.30396,-0.19054
-2.0863,nan,nan
-4.7270,-0.01551,0.33689
10.2278,nan,nan
-2.4606,-0.13751,0.20831
-16.2719,-0.06319,0.14724
14.3805,-0.00005,0.36587
-4.7060,0.03108,0.10074
-9.4983,-0.05516,0.30236
-3.8988,-0.05004,0.26725
4.3131,0.12010,0.19587
-8.0634,-0.14142,0.03797
-0.6179,0.06281,0.32895
-10.0756,0.00102,0.29143
2.8879,-0.01150,0.31379
-13.8408,-0.11056,0.08946
-1.3583,-0.09490,-0.13714
13.8706,-0.04803,0.31108
-4.2790,nan,nan
5.3324,-0.10514,0.00791
-5.3900,-0.01699,0.39674
2.8664,0.00633,0.47684
15.1588,-0.01261,nan
-6.4709,-0.11135,0.02947
-1.8896,0.00270,0.31548
-7.8856,-0.20209,0.05709
3.2210,0.13910,0.60632
17.9720,0.03792,0.47522
-11.9524,-0.14900,-0.23344
-13.5133,-0.09389,0.18905
-3.7362,-0.02183,0.30685
16.0185,nan,nan
-7.7107,-0.03643,0.26565
9.9443,nan,nan
15.2238,0.04359,0.37995
-7.7667,0.01873,0.38557
-17.9880,-0.17442,0.00667
7.4842,-0.11335,0.13739
13.1459,-0.12120,0.22117
-14.8200,nan,nan
10.9795,nan,nan
-4.1739,-0.04723,0.24541
12.1710,-0.07599,0.28710
12.1088,0.03717,0.42817
6.6624,0.05175,0.14727
6.0567,-0.00430,0.33812
17.0317,0.00941,0.41661
-1.2588,-0.18059,-0.24648
3.8082,0.05281,0.54099
-13.7111,nan,nan
-1.2126,-0.00435,0.30756
11.0412,0.03331,0.41715
-9.6623,-0.14145,-0.15931
8.8433,-0.15866,0.02340
-2.8143,-0.18147,-0.26386
-14.5028,-0.07018,0.25654
-7.9944,-0.13494,0.05471
-8.8482,-0.14067,0.12473
-13.0612,-0.18988,0.05605
-3.4072,nan,nan
-0.9982,0.06973,0.28791
6.6363,-0.13582,0.11864
1.9136,-0.17351,-0.19344
-16.6167,-0.11853,0.19529
4.4303,-0.13226,0.03368
-6.3852,-0.02708,0.03377
3.2667,0.01926,0.50034
-10.6838,nan,nan
-16.6118,-0.23697,-0.24683
-0.0895,nan,nan
-10.1802,-0.09764,0.25920
16.8296,nan,nan
-11.6126,-0.02050,0.35849
2.7131,0.03349,0.38672
9.0680,-0.04677,0.14053
-12.3696,-0.19435,0.07065
-17.7958,-0.13755,0.02100
-6.8865,0.07602,0.47868
9.7898,-0.03848,0.30383
-10.8405,-0.01391,0.36249
-3.3075,-0.26023,-0.11979
1.1959,nan,nan
4.2733,0.03658,0.38290
-4.0991,-0.07595,0.19763
0.1276,-0.03766,0.23322
2.5482,nan,nan
-4.7331,0.00182,0.30287
1.4108,-0.12603,-0.21003
-5.9189,0.01748,0.31991
1.6268,-0.02365,0.28733
-17.2487,nan,nan
10.6474,0.08491,0.48984
-0.6917,-0.20516,0.07820
12.1143,-0.02804,0.33470
12.0657,-0.07681,0.28321
2.0147,0.02224,0.23595
-8.6788,-0.11275,0.21069
